,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2189,2189,18069548,20241221052002,Vacation Rental at Charlotte's in Berlin,"The flat is suitable for one person or a couple and is on the fourth floor (no lift). A roomy, very sunny bed-sit with a covered balcony facing southeast, a fully equipped kitchen, and a bathroom with shower and bidet add up to about 480 square feet.",91074978,Charlotte,t,1.0,1.0,t,t,52.4741,13.34316,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$66.00,31,2,2,31,31,2.0,31.0,,t,5,21,40,40,228,33,3,4.95,4.99,4.99,4.96,4.97,4.74,4.89,07/Z/AZ/005993-18,t,1,1,0,0,2.46
2197,2197,12060184,20241221052002,Sunny parkside-apartment in the heart of Kreuzberg,"Lovely renovated apartment right in the heart of Kreuzberg with high ceilings, wooden floors and a fully equipped kitchen. There is an access to the garden as well. Located in a green surrounding with a lot of cafés and restaurants, in walking distance to the park, with excellent public transport. Mid-term rental only, maximum 6 months.",18003202,Ralph,t,1.0,2.0,t,t,52.4959,13.44082,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$116.00,30,5,5,1125,1125,5.0,1125.0,,t,12,42,72,72,267,31,2,4.86,4.88,4.84,4.95,4.96,4.79,4.73,02/Z/AZ/016663-22,f,1,1,0,0,2.53
2201,2201,19819023,20241221052002,Urban Jungle: Rustic Chic Loft in Prenzlauer Berg,"- Featured on world-renowned interior design blog Remodelista<br />- Bright and sunny loft with 3-meter-high ceilings<br />- Fitted with a custom-designed loft bed with linen curtains<br />- Furnished with original mid-century modern design furniture<br />- Located in Gleimviertel, a very friendly and local neighborhood<br />- Plenty of nice restaurants, coffee shops and groceries nearby<br />- 5-min walk to both S-Bahn and U-Bahn (Schönhauser Allee station)",12360,Michael,t,21.0,21.0,t,t,52.54541,13.41139,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$55.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,49,5,2,0,4.2,4.8,4.2,4.6,5.0,5.0,3.8,,f,21,21,0,0,0.06
2207,2207,1034836316144652017,20241221052002,Altbauwohnung in Neukölln nahe Tempelhofer Feld,"2-room apartment in Neukölln near Tempelhofer Feld!<br />The apartment is fully equipped and offers some extras.<br />In the apartment you will find 2x double beds, 2x single beds & a sofa bed as well as a round dining table(sleeps 6).<br />The Boddinstraße subway station (U8) is literally right around the corner(60m).<br />Subway station Rathaus Neukölln U7 (500m) and various Bus stops as well as bars, clubs, studios, international restaurants and typical Spätis are close.",24982628,Ferhat,t,2.0,2.0,t,f,52.48112709999999,13.4261597,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$123.00,365,2,3,365,365,3.0,365.0,,t,28,58,88,178,49,48,1,4.82,4.88,4.88,4.76,4.84,4.78,4.67,"First name and Last name: Ferhat Leon Uzuner <br/> Contact address: Lobeckstraße 19 , 10969, Berlin, Deutschland <br/>Listing address: Flughafenstraße 48, Vorderhaus 3.OG, 12053, Berlin, Deutschland",f,1,1,0,0,3.93
2208,2208,18786177,20241221052002,Concrete Chic in Berlin Mitte | Rosenthaler Platz,You'll love our place because of its edgy style and location.<br />- One-of-a-kind design with exposed concrete walls and smoked oak flooring<br />- Furnished with curated furniture that have a story to tell<br />- Spacious 2-room apartment with balcony access from both rooms<br />- Located at the energetic and lively Rosenthaler Platz<br />- Has 2 amazing restaurants (Italian and Japanese) right in the building<br />- Steps away from the U-Bahn (Rosenthaler Platz station),12360,Michael,t,21.0,21.0,t,t,52.52986,13.40275,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$59.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,251,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,,f,21,21,0,0,0.05
2211,2211,957929552441083817,20241221052002,Exclusive Apartment in Mitte,"Discover the heart of Berlin from our cozy flat! Perfect for up to 3 guests, our well-appointed space boasts a king-size bed in the bedroom and a comfortable sofa in the living room. Explore the city easily as we're located right in the center, ensuring you're never far from the action. Our flat comes fully equipped with all you need for a memorable stay. Unwind after a day of sightseeing in the comfortable living area or prepare a meal in the modern kitchen. Your Berlin adventure starts here!",163347707,Ali Can,t,2.0,3.0,t,t,52.52934399999999,13.3843098,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$104.00,92,3,5,92,92,3.6,92.0,,t,15,24,24,139,28,23,1,4.86,4.89,4.89,4.96,4.96,4.82,4.71,01/Z/RA/015818-23,t,2,2,0,0,1.89
2213,2213,30239816,20241221052002,Miniloft Mitte Apartment Hotel: Compact Studio,"The Compact Minilofts are studio apartments designed for maximum comfort and economy of space. Ideal for up to 3 people (or 3 adults +1 baby), their 30 sqm retain the charm of an old brick structure with a distinctly modern touch. They have a kitchenette, meal table, queen size bed (160x200cm) and sofa bed. A baby cot can also be added. The ensuite bathroom features a bathtub.",342965,Matthew,t,18.0,22.0,t,t,52.52821,13.38099,Entire serviced apartment,Entire home/apt,3,1.0,0.0,4.0,$105.00,730,2,5,730,730,2.3,730.0,,t,22,52,79,349,128,27,1,4.7,4.76,4.66,4.88,4.87,4.85,4.55,,f,18,18,0,0,1.74
2214,2214,45521037,20241221052002,Bright and beautiful room in Kreuzberg apartment,,253523,Mareike,t,1.0,2.0,t,t,52.49683,13.42799,Private room in rental unit,Private room,2,1.0,1.0,1.0,$97.00,7,1,2,7,7,1.4,7.0,,t,3,13,29,29,15,14,0,4.93,4.93,4.87,4.93,4.93,4.93,4.87,02/Z/AZ/019232-24,t,1,0,1,0,0.99
2223,2223,42262907,20241221052002,Art Apartment Berlin,"Two room apartment in the heart of the City West directly on Kurfürstendamm.<br />Direct connection to the airport BER by S-Bahn S9 , RE 7 /RB 14<br />The apartment is located in a small quiet side street about 100 m from Kurfürstendamm. Bus (about 100m) and underground (about 500m) in the immediate vicinity. Supermarket and restaurant are all a few minutes' walk away. The Ku'damm is the ideal starting point for strolling and shopping. <br />Well-coming in Berlin",335783290,Ingolf,t,1.0,1.0,t,t,52.50079,13.30312,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$121.00,27,3,3,1125,1125,3.0,1125.0,,t,19,49,79,118,113,38,2,4.94,4.96,4.89,4.95,4.96,4.9,4.85,04/Z/RA/009953-20,t,1,1,0,0,1.94
2224,2224,1191284075980030718,20241221052002,3 Rooms Flat Museuminsel Berlin-Mitte 7 Personen,Will come in our little paradise!<br /> Here you can expect coziness and comfort in every corner. Our attentive team is always there for you to make your stay unforgettable. The location is ideal to discover the cultural treasures of the area. Cleanliness and safety are self-evident for us. Get enchanted by our charming ambiance. <br />We look forward to welcoming you and preparing you a relaxing stay!,563418004,Ruslan,t,8.0,8.0,t,t,52.51287809999999,13.4028694,Entire rental unit,Entire home/apt,7,1.0,3.0,5.0,$332.00,365,1,3,365,365,2.6,365.0,,t,19,37,62,130,26,26,5,4.88,4.96,4.88,5.0,4.96,4.85,4.77,"Legal entity name and Legal form: NLS Next Level Stay UG <br/>Legal representatives or Trade register number:  HRB 258084 <br/> Entity address: Torstraße 156, 10115, Berlin, Berlin <br/>Listing address: Scharrenstraße 16a, 10178, Berlin, Berlin",t,8,8,0,0,4.59
2228,2228,1047164111839138424,20241221052002,Privatzimmer in Neukölln/Rixdorf (Erdgeschoß),"Hey dear guests, <br /><br />the room has a bed (160x200 cm) and everything else you need for a short stay.<br /><br />Subway (U7) Karl-Marx-Str. only 3 min walk.<br /><br />The apartment is hard of hearing and it could get noisy in the evening and morning. But at night it is quiet and good for sleeping.<br /><br />!!! NO kitchen for shared use !!! Kettle, coffee, tea, sugar, milk are available in the room.<br /><br />!!! NO SMOKING and NO VAPING !!! <br /><br />Smoking is only possible outside in the backyard.",541377699,Annett,t,1.0,1.0,t,t,52.47817565281676,13.439463980950933,Private room in rental unit,Private room,2,1.0,1.0,1.0,$40.00,30,1,1,1125,1125,1.0,1125.0,,t,23,50,78,78,37,37,4,4.95,4.86,4.92,4.92,4.95,4.86,4.7,08/Z/AZ/014226-24,t,1,0,1,0,6.94
2231,2231,1091832549137371323,20241221052002,3 ROOMS möbliertes Zimmer - 8 min. zum Airport BER,"Welcome to 3 Rooms Berlin, a place that combines modernity & coziness. Enjoy the comfort of a queen size bed (160x200) with complimentary linens and towels, cleaning services & free WiFi. And best of all: Only 8 minutes by car from the airport BER, our accommodation offers not only tranquility but also practical proximity to your destinations. The Rudow metro station is also only a 15 min. walk. Looking forward to making your stay unforgettable.",413134117,Naci,t,2.0,2.0,t,t,52.4102645,13.506452,Private room in home,Private room,2,1.0,1.0,1.0,$83.00,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,348,22,22,1,5.0,4.95,5.0,5.0,4.95,4.91,4.91,08/Z/AZ/013223-23,t,2,0,2,0,2.19
2234,2234,50251689,20241221052002,Modernes & helles Loftstyle Apartment mit Büro,"The apartment only got built in 2017 and I furnished it completely new in 2021. It's a very bright and calm Vibe. Its a residential building and the neighbors are extremely friendly. The Kitchen is very well equipped and comes with a dishwasher and Nespresso machine. The one bedroom has a 180*200m bed and the other room has a workspace including screen and a keyboard/mouse. The bathroom comes with a washing machine, dryer and plenty of towels.",10494471,Christiane,t,1.0,1.0,t,t,52.52031,13.25561,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$103.00,60,2,2,60,60,2.0,60.0,,t,22,49,49,49,28,15,0,4.96,4.89,4.68,4.86,4.93,4.71,4.82,04/Z/RA/012587-22,f,1,1,0,0,1.35
2237,2237,29017267,20241221052002,Apartment Grunewald close to Messe-Süd,Best city-west location connected with the S-Bahn. Supermarkets & some Restaurants 5minutes to walk. The apartment is on the 1st floor in a private house.<br />S-Bahn Grunewald ca. 10 min <br />S-Bahn Messe-Süd ca. 5 min <br />Dogs are welcome (subject to a fee)<br />We live in the house on the other floors<br />Smoking areas are located in the garden<br />Parking in front of the house on the street free of charge (vans etc. please report in advance)<br />Free laundry service from 5 nights!,218706214,Michael,t,1.0,1.0,t,t,52.49371,13.26455,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,$10.00,1125,1,7,1,1125,2.6,424.6,,t,13,28,52,119,103,15,3,4.84,4.81,4.83,4.89,4.93,4.74,4.76,04/Z/AZ/009493-19,t,1,1,0,0,1.37
2240,2240,1107925356396302553,20241221052002,Gemütlich und geschmackvoll im Prenzlauer Berg,"Cozy & tasteful apartment in the middle of Prenzlauer Berg. The 1-room apartment in the renovated Berlin Albau has a good layout and also looks spacious due to the high ceiling height.  <br />Centrally located on the hot spots of Prenzlauer Berg. Very good access to public transportation. <br />The whole apartment is laid out with wooden floor, curtains ensure distance to the outside. The modern bathroom is equipped with a walk in shower. The kitchenette is separated from the  living area.",169711882,Rainer,t,3.0,4.0,t,t,52.5453757,13.4137611,Entire rental unit,Entire home/apt,1,2.0,4.0,0.0,$116.00,365,1,28,365,365,6.1,365.0,,t,3,3,23,62,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"First name and Last name: Rainer Lütkebohle <br/> Contact address: Kanzowstr. 6, 10439, Berlin, Berlin <br/>Listing address: Buchholzer Str. 8, 10437, Berlin, Berlin",f,3,3,0,0,0.19
2242,2242,1054275611703176302,20241221052002,"8 [RU3] max 8 Gäste · 3 Schlaf-Zi, gr. Bad, Kochz","• 3 bedroom, 1 bathroom with tub + shower<br />· Large cooking-dining area<br />• am Park ""TEMPELHOFER FELD"", Ex-Flughafen  «Tempelhof», <br />• Bed linen, towels, (N)espresso capsules, hair dryer, iron, shampoo etc - everything you need is there!<br />• Underground/S-Bahn ""Tempelhof"": 5 stops to ""Stadtmitte"". <br />• Spacious, modern, Wi-Fi<br />· Small kitchen well equipped, vinegar, oil, spices<br />• large living/cooking/dining area, TV,  <br />• 3 bedrooms, beds 180cm wide, 1 sofa bed 140cm in size Bedroom, <br />· Washing machine,",909226,Werner,t,13.0,13.0,t,t,52.46818030000001,13.3902455,Entire rental unit,Entire home/apt,8,1.0,3.0,3.0,$279.00,365,2,2,365,365,2.0,365.0,,t,8,24,44,226,11,11,0,5.0,5.0,5.0,5.0,5.0,4.82,5.0,"First name and Last name: Werner Bern <br/> Contact address: Axel-Springer-Str. 39, 10969, Berlin, Deutschland <br/>Listing address: Ringbahnstr. 38-40, 10229, Berlin, Deutschland",t,13,13,0,0,0.98
2243,2243,21759319,20241221052002,"Central, cosy and airy apartment in Kreuzberg","Cosy, airy basement apartment in Kreuzberg with hardwood floor throughout, stylish furniture and excellent heating. It contains a separate bathroom with powerful shower and own kitchen with coffee machine, cooking facilities, kettle and dining area.<br /><br />The spacious bedroom features a comfortable double bed, a large wardrobe, leather sofa and writing desk.",17029506,Katrin,t,1.0,1.0,t,t,52.49546,13.38082,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$41.00,31,1,1,31,31,1.0,31.0,,t,8,17,31,154,430,62,2,4.89,4.94,4.74,4.95,4.94,4.87,4.8,"First name and Last name: Katrin Straupe <br/> Contact address: Wartenburgstr. 4, 10963, Berlin, Berlin <br/>Listing address: Wartenburgstr. 4, 10963, Berlin, Berlin",f,1,1,0,0,5.01
2248,2248,853657995828199887,20241221052002,Penthouse - Oase im Tiergarten treehouse feeling,"Small sunny calm design penthouse with the tree house feeling! <br /><br />The unique ""eco house"" was designed by 1984 ""Organic architect"" Prof. Frei Otto in 1984.<br /><br />Surrounded by trees and the sunlight shining through the<br />windows, this is a lovely place for a coffee in the morning and relaxing hours throughout the day. <br /><br />Spacious living room with wood-clad dome design and parquet flooring. Great place for tranquility and the feeling of nature in the city.",136269452,Charlotte,t,1.0,1.0,t,t,52.50820009415127,13.34897559849741,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$83.00,365,2,3,365,365,2.0,365.0,,t,26,56,86,169,23,23,1,4.61,4.78,4.61,4.52,4.61,4.87,4.48,01/Z/RA/016882-24,t,1,1,0,0,3.73
2249,2249,23105508,20241221052002,Big sunshiny room in a new house near Tier Park,"We offer a room in our beautiful newly built house with a small garden. The house is in a residential area very close to the Tier Park Berlin. The Sbahn station is about 10 min walk away, with the central train lines that go through the entire central Berlin (Alexanderplatz, Warschauerstr., Friedrickstr., Main Station. The bathroom is shared with other guests.<br /><br />*** NOTE The house is 40 mins from the city. If you just want to be in the city center please Do Not book!",1185192,Phuong & Martin,t,4.0,8.0,t,t,52.51221,13.52914,Private room in townhouse,Private room,2,1.0,1.0,1.0,$25.00,5,1,1,5,5,1.0,5.0,,t,26,38,40,40,341,61,2,4.77,4.82,4.7,4.89,4.88,4.49,4.73,11/Z/AZ/001799-19,f,2,0,2,0,4.12
2252,2252,923782569522992566,20241221052002,City-Apartment with a garden,"Our apartment is a good starting point for visits to the Olympic Stadium, the forest stage or the Messe-Berlin. <br /><br />The apartment has a fully equipped kitchen, a fireplace and a terrace.<br /><br />Metro and buses (e.g. U2 or M45) are within walking distance in 5 minutes (U-Ruhleben and U-Olympiastadion). Free parking is available on the street in front of the house.<br /><br />A wooded nature reserve and a small lake are ideal for walks in the surrounding area.",270677352,Marianne,t,1.0,1.0,f,t,52.52262351811891,13.240449898606364,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$109.00,365,2,2,365,365,2.0,365.0,,t,18,45,75,327,58,40,2,4.97,4.97,4.93,4.95,4.98,4.97,4.86,04/Z/AZ/014045-23,f,1,1,0,0,3.28
2258,2258,34560198,20241221052002,Großes Privatzimmer im Grünen von Berlin,Quiet large private room in the countryside for 2-3 people,132398218,Sylvia,t,2.0,2.0,t,t,52.54826,13.15052,Private room in home,Private room,3,1.0,1.0,2.0,$52.00,365,1,1,365,365,1.0,365.0,,t,0,0,0,49,45,13,0,4.73,4.84,4.8,4.84,4.89,4.73,4.73,05/Z/AZ/007129-19,f,2,0,2,0,0.67
2263,2263,705101312287374560,20241221052002,Lost Bird Nest,"Cozy, quiet room with paintings on the wall, in Berlin Lichtenberg (Non Smoker).<br /><br />2min. away on foot to the S-Bahn (Friedrichsfelder Ost - S5, S7, S75) <br /><br />15min. away form Berlin center with the S-Bahn or Subway. <br /><br />Use preferably the S-Bahn to drive to the Flat!<br /><br />10min. with the S-Bahn to Berghain.<br />10min. with the S-Bahn to Mercedes Benz Arena<br /><br />Gay friendly!",476632640,Ulf,t,1.0,2.0,t,t,52.51395,13.51492,Private room in rental unit,Private room,2,1.0,1.0,2.0,$48.00,1125,1,1,1125,1125,1.0,1125.0,,t,27,39,39,39,96,40,2,4.86,4.89,4.95,4.91,4.92,4.76,4.76,11/Z/AZ/003177-24,f,1,0,1,0,3.57
2264,2264,2323744,20241221052002,An oasis in the heart of the city,"Charming 20 sqm apartment for 2 people, bright & quiet, with your own bathroom and sunny breakfast terrace. 3 min away from the actual Kreuzberg (hill) with a magnificent view on the city, 100 m to Bergmannstraße which is loaded with cafés, restaurants and shopping facilities. Access to the studio is via a corridor shared with the main flat",11869005,Ekhart,t,1.0,1.0,t,t,52.48835,13.38502,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,$67.00,1125,3,3,1125,1125,3.0,1125.0,,t,13,16,23,165,354,44,0,4.73,4.81,4.73,4.78,4.57,4.88,4.76,02/Z/AZ/008346-18,t,1,1,0,0,2.76
2267,2267,51933796,20241221052002,2-Zi-Dachgeschoss-Whg Einbauküche Ruhig UBahnnähe,"The completely separate 2-room apartment is modernly decorated and has a new fitted kitchen with all the usual appliances. Spacious bathroom with bath, shower, toilet and washing machine. The apartment is located in a quiet outskirts location. Walking distance to several shops, restaurants, and shopping center. Bus stop is 100 m, metro station 800 m away. With U5 you can reach City-Ost (Alexanderplatz) in 20 minutes, Berlin Central Station in 30 minutes. An official registration is possible.",14198674,Marianne,t,2.0,2.0,t,t,52.50057,13.56123,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,$64.00,800,92,92,1125,1125,92.0,1125.0,,t,28,58,88,363,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,2,0,0,0.06
2271,2271,749908466245185330,20241221052002,Cosy room in the quiet heart of Neukölln,"Cosy and quit apartment in the heart of the beautiful Körnerkiez in Neukölln. On the 4th floor facing south the apartment is bathed in light during the day. Körnerpark and Tempelhofer Feld are in easy walking distance, trains, supermarkets, cafés and bars around the corner. After a busy day the apartment will be your spacious santuary.",83294866,Wiebke,t,1.0,2.0,t,t,52.47112,13.43324,Private room in rental unit,Private room,2,2.0,1.0,1.0,$55.00,365,5,5,365,365,5.0,365.0,,t,10,10,10,10,19,6,0,4.89,5.0,5.0,4.95,4.95,4.79,4.68,08/Z/AZ/011904-22,f,1,0,1,0,0.74
2273,2273,18052482,20241221052002,Quiet and large room + balcony in Neukölln-Rixdorf,"Large furnished room (22 m2) with own balcony in the nice district Rixdorf in a quiet street, near Richardplatz.<br />Third floor, no elevator.<br />Old building with high ceilings.<br />Bed 140 x 200 cm.<br />For your stay for 3 people, a futon mattress can be added.<br /><br />U-Bahn (9 minutes) and S-Bahn (8 minutes). <br />13 minutes to Estrel Hotel.<br /><br />Numerous shops nearby, restaurants, bars, cafes, bakery, pharmacy. Very good traffic connections to the subway and suburban train.",124236738,Etienne,t,1.0,1.0,t,t,52.47451,13.44714,Private room in rental unit,Private room,3,1.0,1.0,1.0,$51.00,1125,3,3,1125,1125,3.0,1125.0,,t,21,51,81,92,229,26,2,4.83,4.91,4.8,4.91,4.8,4.79,4.76,08/Z/AZ/010835-21,t,1,0,1,0,2.47
2274,2274,874282587412354154,20241221052002,Triple Streetlife (Lindemann's),"approx. 25m² | two beds 90*210cm (separately or together) | armchair bed | air conditioning | Flat Screen TV | desk | Fridge | Safe | free WiFi | Bathroom with shower/toilet and hairdryer<br /><br />Our Triple Streetlife has a lot to offer small families or friends: <br />Clear design & an urban view.<br />The armchair bed offers comfort for the third guest even for an adult.<br />The bathroom is also big enough, with a walk-in shower at ground level.",215178674,Maarten,t,8.0,8.0,t,t,52.4937768,13.3613533,Room in hotel,Private room,3,1.0,1.0,3.0,$113.00,1125,1,4,1125,1125,1.5,1125.0,,t,30,58,88,252,50,30,0,4.84,4.84,4.76,4.9,4.84,4.7,4.62,"Legal entity name and Legal form: Lars Lindemann, LINDEMANN´S GmbH <br/>Legal representatives or Trade register number: HRB 75750 B <br/> Entity address: Potsdamer Straße 171-173, 10783 , Berlin, Deutschland <br/>Listing address: Potsdamer Straße 171-173, 10783, Berlin, Deutschland",t,8,0,1,0,2.65
2275,2275,1254875313438054805,20241221052002,Charming Central Room,"Cozy, bright room in the heart of Berlin, perfect for travelers. The space is flooded with natural light and offers access to a shared terrace with a view of the TV Tower. Located near popular attractions, restaurants, and shops, everything you need is just a short walk away. The apartment includes a shared bathroom and fully equipped kitchen. Ideal for those seeking comfort and convenience in a central location.",547805933,Renaud,t,2.0,5.0,t,t,52.5235492,13.3847587,Private room in rental unit,Private room,2,1.0,1.0,1.0,$45.00,365,3,30,365,365,28.4,365.0,,t,16,26,56,258,3,3,0,5.0,5.0,4.67,4.67,4.67,5.0,5.0,01/Z/AZ/016176-24,f,2,0,2,0,1.27
2283,2283,53607716,20241221052002,Bezauberndes Gästehaus mit Pool & Sauna in Pankow,"In this stylish accommodation you can enjoy the tranquility after a visit to the cultural metropolis of Berlin. After a sauna visit and then a swim, relax in the pool or end the evening by the cozy fireplace.",434120292,Thomas & Susanne,t,1.0,1.0,t,t,52.61134,13.4428,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,$193.00,13,2,2,1125,1125,2.0,1125.0,,t,25,55,85,160,76,18,0,4.99,4.99,5.0,4.99,5.0,4.87,4.92,03/Z/AZ/005924-20,f,1,1,0,0,2.1
2291,2291,28528534,20241221052002,Urban Roof (LINDEMANN'S),"approx. 20 m² | Bed (160/180cm/cm/cm/cm)  | Private 10 m² roof terrace | Air conditioning | Flat screen TV | Desk | Refrigerator | Safe | Bathroom with shower/toilet and hairdryer | Free Wi-Fi<br /><br />Parking: Pre-book for 20,00€/day<br />Breakfast buffet: €21.00/person | Mon.-Fr from 6:30 am -10:30 am | WE and holidays 7:00 am -11:00 am",215178674,Maarten,t,8.0,8.0,t,t,52.49379,13.36134,Room in hotel,Hotel room,2,1.0,1.0,1.0,$112.00,1125,1,3,1125,1125,1.5,1125.0,,t,23,50,73,237,13,1,0,4.77,4.77,4.77,4.54,4.77,4.38,4.38,"Legal entity name and Legal form: LINDEMANN'S GmbH <br/>Legal representatives or Trade register number: 75750 B - Amtsgericht Charlottenburg <br/> Entity address: Potsdamer Straße 171-173, 10783, Berlin, Deutschland <br/>Listing address: Potsdamer Straße 171-173, 10783, Berlin, Deutschland",t,8,0,1,0,0.21
2294,2294,42485855,20241221052002,"2 Downtown Apts, 152sqm, 4BR, 5min Main Station","Two apartments next to each other:  <br />**Apt. I**: 103 sqm, 3 bedrooms, 2 kingsize beds, 1 grand kingsize bed, dining area for 7 people, living area with 65-inch Smart TV, spacious bathroom with walk-in shower, fully equipped kitchen, large work desks, 1 Gbit/s fiber optic connection.  <br />**Apt. II**: 49 sqm, 1 bedroom with kingsize bed, comfortable boxspring sofa, dining area, living area with 65-inch Smart TV, luxurious bathroom with walk-in shower, fully equipped kitchen, high-quality furniture.",193731690,Ludger,t,13.0,15.0,t,t,52.53204,13.37452,Entire rental unit,Entire home/apt,11,2.0,4.0,6.0,$108.00,1125,1,5,1125,1125,4.3,1125.0,,t,1,12,35,132,27,5,0,4.78,4.74,4.93,4.74,4.93,4.7,4.74,"Legal entity name and Legal form: JH Work and Living GmbH <br/>Legal representatives or Trade register number:  HRB 195654 B <br/> Entity address: Landsberger Allee 102, 10249, Berlin, Berlin <br/>Listing address: Habersaathstr. 15, 10115, Berlin, Berlin",t,13,13,0,0,0.5
2296,2296,20632571,20241221052002,Apartment in City Centre of Berlin West,"The one-bedroom apartment Eisenacher Str. 11 /corner of Nollendorfstraße is a small, bright apartment with a private bathroom and kitchen on the 2nd floor with elevator. From the apartment you can look at a quiet neighboring street with some shops.",662565,Gisella,t,6.0,13.0,t,t,52.49742,13.34932,Entire rental unit,Entire home/apt,2,1.0,0.0,3.0,$59.00,365,7,183,365,1125,167.7,374.4,,t,28,58,88,363,223,6,0,4.72,4.8,4.69,4.91,4.93,4.87,4.7,07/Z/ZE/003067-16,t,4,4,0,0,2.51
2298,2298,898521539034365902,20241221052002,"Studio with Kitchen, Central spot in Mitte, Berlin","This apartment has everything you need to live, work and play. Get the practical things like a kitchen, fast WiFi, 24/7 support, regular professional cleaning, and fun stuff like a smart TV. Stay in comfort for as long as you’d like – days, weeks or months.",514089628,Bob,t,6.0,6.0,t,f,52.5117349,13.4136999,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$110.00,365,1,1,999,999,1.0,999.0,,t,14,41,67,337,85,72,7,4.92,4.89,4.94,4.92,4.92,4.88,4.78,"Legal entity name and Legal form: Charly Hospitality GmbH <br/>Legal representatives or Trade register number: HRB 243958 B <br/> Entity address: Urbanstr. 71, 10967, Berlin, Germany <br/>Listing address: Kopenicker Str. 92, 10179, Berlin, Germany",t,6,6,0,0,4.76
2302,2302,18605817,20241221052002,Loft with atmosphere (102 sqm.)  Fully equipped,"Originally designed and planned  as a showroom / meeting room . The idea was to built a place to discuss, meet and represent. Reason for the location which is great to reach anything in this fast growing City of Berlin.  The space and atmosphere have a happy synergy and a work / life balance for itself. I love it here - it is usually my office . We have 2 big flat screen TV screens with Amazon Prime, Netflix a sound system with Spotify and an open fire place to calm down.",20475915,Sven,t,1.0,1.0,t,t,52.48058,13.34757,Entire loft,Entire home/apt,4,1.0,2.0,2.0,$137.00,14,4,4,1125,1125,4.0,1125.0,,t,8,26,43,109,298,43,4,4.88,4.88,4.67,4.97,4.99,4.75,4.83,"First name and Last name: Sven Reinboldt <br/> Contact address: Martin Luther Strasse 120 , 10825 , Berlin , Deutschland  <br/>Listing address: Hauptstrasse 56, 10827, Berlin , Deutschland ",f,1,1,0,0,3.23
2306,2306,42754349,20241221052002,Sunny and Green,"Bright and spacious apartment on the lifeline of life Neuköllns. Located between Hermannstraße and Tempelhofer Feld, the 67 sqm old building apartment offers everything you need to live and feel good.",56573811,Waldemar,t,1.0,2.0,t,t,52.47125,13.42821,Private room in rental unit,Private room,2,1.0,1.0,1.0,$88.00,93,3,3,1125,1125,3.0,1125.0,,t,25,37,37,37,61,19,1,4.82,4.84,4.7,4.92,4.89,4.69,4.72,08/Z/AZ/012506-23,t,1,0,1,0,1.51
