,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4464,4464,17472515,20241221052002,Cosy Room in Neukolln,"The room is part of a cosy two room flat in the heart of Neukolln. <br />We are two lovely flat mates, both artists. <br />The space has its own character, full of energy, music and art. <br />Ten minutes walking from suggestive Maybachufer canal and few minutes away from Weserstrasse.<br />Queer femme led space, no sexism, no racism, no homophobia.",118019190,Giulia,f,1.0,1.0,t,f,52.48952,13.42699,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,4,0,0,4.75,5.0,4.5,5.0,5.0,5.0,4.75,,f,1,0,1,0,0.04
4466,4466,14661144,20241221052002,"A quiet, beautiful home near Rosenthaler Platz","The apartment is a 3 minute walk from Rosethaler Platz U-bahn. Yet competely quiet and removed from the noise of Torstrasse. A short walk from a plethora of restaurants, bars and Weinbergsweg Park, and 15 minutes walking from Alexanderplatz. A perfect for couples or solo adventurers.",2986376,Nicholas,f,1.0,1.0,t,f,52.52916,13.39712,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,2,0,0,4.5,4.5,5.0,5.0,5.0,5.0,4.0,,f,1,0,1,0,0.02
4467,4467,9869385,20241221052002,Schönes Altbauzimmer *hell*zentral*,"Beautiful, quiet flat with a lot of light comming in from outside<br />super close to subwaystation (1min walking) and right on the main street with a lot of cosy bars, cafes and restaurants ( weichselstr)<br />super new and clean kitchen and bathroom",50792170,Miriam,f,2.0,2.0,t,f,52.48198,13.43111,Private room in rental unit,Private room,3,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,2,1,1,0,
4468,4468,7211852,20241221052002,Gemütliches Zimmer in Neukölln,"Rent out my spacious, bright room in two shared apartment. My room is 20sqm and equipped with one big bed as well as a shuttle table. There is also a small balcony. Modern bathroom with bathtub and shower, fully equipped kitchen.",13270099,Moritz,f,1.0,2.0,t,t,52.46044,13.43405,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
4469,4469,10008072,20241221052002,Spacious and quiet room,"Spacious and quiet room next to Mauerpark, the most vibrant park of Berlin! The room is in Prenzlauerberg, a pretty and quiet neighborhood. The kitchen and bathroom is shared with my roommates. Public transport is close and easy to reach.",51404370,Malon,f,1.0,1.0,t,t,52.54817,13.40474,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4471,4471,20275595,20241221052002,Nice room in city center,"The apartment is centrally located. It only takes 2 minutes to U2 Spittelmarkt and to bus stops. There are only 2 stations to Alexanderplatz and 2 stations to Potsdamer Platz. The room is clean , has a large bed, can also fit 2 people. Directly from the room you see TV tower.",82730752,Natashka,f,1.0,3.0,t,t,52.50983,13.39846,Private room,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,4.0,5.0,3.5,4.5,4.5,5.0,4.5,,f,1,0,1,0,0.02
4475,4475,10039568,20241221052002,Beautiful big room in Pberg,"My housemate will also be traveling, so this is your chance to experience NYE in Berlin!<br /><br />The biggest room in the flat with super-comfy queen-sized bed, private balcony, and a piano for the musically inclined :-)",16135990,Rahel,f,2.0,2.0,t,t,52.55371,13.41483,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,f,2,0,2,0,0.01
4476,4476,562702938796130250,20241221052002,"Stylish, private room in Prenzlauer-only woman","My place is very central located in most urban district ( Prenzlauer Berg) with all connection in front of the door, but still quiet and comfortable.  You are just 4 Station to Alexander Platz, district Friedrichshain, Mitte and few more to Central station.  Across is park and other big parks in neighborhood ( Volkspark Friedrichshain) There are many restaurants, bars, street food etc.<br /><br />There is no place for additional guest!",50661502,Sanja,t,3.0,3.0,t,t,52.53513,13.43151,Private room in rental unit,Private room,1,1.0,1.0,1.0,$63.00,35,1,3,1125,1125,3.0,1125.0,,t,25,55,81,92,22,11,0,4.73,4.86,4.95,4.86,4.68,4.68,4.64,03/Z/AZ/006818-22,f,3,1,2,0,0.7
4478,4478,4737384,20241221052002,Room in Neuköllm,"Renting out our guesstroom,it is a nice quiet room. There is also a cosy kitchen. At the time of the rent-out, me and my boyfriend will also be living in the appartment, The appartment is close to Weserstrasse,a street with nice bars and coffeeshops.",24456826,Cecilie&Mohanad,f,1.0,1.0,t,t,52.4825,13.44397,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,65,0,0,4.69,4.9,4.59,4.94,4.87,4.78,4.76,,f,1,0,1,0,0.58
4480,4480,572154090232449167,20241221052002,Fancy Mezzanine Bed Room in Kreuzberg 1,Our mezzanine room is located in the heart of Kreuzberg and the district known for its hospitality and cultural richness also describes what the whole place is about. I'm looking forward to welcoming you!,46134517,Laura,f,26.0,29.0,t,t,52.501,13.43214,Private room in rental unit,Private room,2,2.0,1.0,1.0,$59.00,28,1,2,28,28,1.2,28.0,,t,19,49,79,354,169,61,0,4.65,4.66,4.68,4.86,4.89,4.72,4.52,"Legal entity name and Legal form: Bonnie Nussbaum Kraatz GbR <br/>Legal representatives or Trade register number: Laura Nussbaum <br/> Entity address: Muskauer Straße 50, 10997, Berlin, Deutschland <br/>Listing address: Muskauer Straße 50, 10997, Berlin, Deutschland",t,26,2,24,0,5.1
4481,4481,4912816,20241221052002,Big Room Available in 2bdr flat / Neukölln,,6593941,Emma,f,1.0,3.0,t,f,52.47725,13.45002,Private room in rental unit,Private room,2,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
4483,4483,5440992,20241221052002,"Room at the ""Warschauer Straße""","    <br />  Hey guys, because of my holidays i'm offering my room. The room is at the Warschauer Straße in the heart of Friedrichshain. There are a lot of shops, coffees, bars, clubs in this area. Berlin Lifestyle to the fullest.",28222174,Mairim,f,1.0,1.0,t,t,52.51026,13.45313,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4484,4484,5699709,20241221052002,45 m2 room in Neukölln,the room belongs to a flat which has 5 rooms.<br />one other person lives in the flat.<br />if you are intereste<br /><br />,29553328,Marvin,f,1.0,1.0,t,f,52.47127,13.44104,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4487,4487,18034533,20241221052002,Gemütliches Zimmer in Neukölln,Cozy room at Hermannplatz,42046007,Hanna,f,1.0,1.0,t,f,52.48619,13.42856,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4488,4488,18072421,20241221052002,nice room in the heart of neukölln,"nice room in a 4 room flat with three other persons close s bahn neukölln, 20 minutes from tempelhoferfeld, also many bars around",124421999,Juro,f,1.0,1.0,t,t,52.47103,13.44475,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,7,0,0,4.57,5.0,4.86,4.86,5.0,4.71,4.57,,t,1,0,1,0,0.08
4489,4489,10828723,20241221052002,Bright Room in Kreuzberg/Mitte,The room in our spacious flat is furnished and has a large window. <br />The kitchen and bathroom are shared. The kitchen is completely endued with everything you need.<br />Located 10 min from Potsdamer Platz and canal.,47890530,Jana,f,1.0,1.0,t,t,52.50422,13.39363,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,45,0,0,4.84,4.87,4.8,5.0,4.96,4.86,4.89,,t,1,0,1,0,0.42
4490,4490,10915196,20241221052002,schönes helles Zimmer mit Balkon,The room is in a nice quiet apartment in Berlin Steglitz with very good public transport connections,23078590,Lena,f,1.0,3.0,t,f,52.45186,13.34375,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4491,4491,11048480,20241221052002,kindly artful,Sunny room with south side balcony in an equipped & furnished 2-room-apartment close to Tempelhofer Feld.,57341996,Maria,f,1.0,1.0,t,f,52.4709,13.4237,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4492,4492,11131596,20241221052002,Altbau im Westen Berlins,"For those seeking a quiet place to sleep in the lively metropolis. Directly 2 minutes walk to the Ku'damm. Great transport links (U-Bahn, S-Bahn and buses) and places of shopping.",57848204,Phuong,f,1.0,1.0,t,t,52.49767,13.30972,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,5,0,0,5.0,5.0,5.0,4.8,5.0,4.8,5.0,,f,1,0,1,0,0.05
4493,4493,19031999,20241221052002,"Privates, helles Zimmer am Kudamm","Songül and Fatme welcome you to our friendly home close to the Kudamm in Berlin! It is a two-room apartment in the Wilmersdorf district and is close to all kinds of transport. U-Bhf Konstanzer Straße and Adenauer Platz, S-Bhf Hohenzollerndamm and bus stops are about 5 minutes from the apartment",132810080,Songyul,f,1.0,1.0,t,t,52.49467,13.30522,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,0,1,0,0.01
4494,4494,19404202,20241221052002,Urlaub in Schöneberg/ Tiergarten,"You will live in a nice shared apartment with very open people. <br />Our shared apartment is only 10 minutes from the Brandenburg Gate and and also the Gleisdreieckspark is only 5 minutes from here, where there are various connections to go everywhere. During the day we all travel a lot, but in the evening we occasionally find ourselves together to have dinner together.",58415773,Paloma,f,1.0,2.0,t,f,52.50286,13.36619,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.02
4498,4498,12017816,20241221052002,Cozy room with balcony,This beautiful room is located just 3 stops from Ostkreuz,31585629,Benjamin,f,1.0,1.0,t,t,52.48091,13.52377,Private room in condo,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4499,4499,12364609,20241221052002,Ruhige 48qm Wohnung in Moabit,Quiet and bright 1.5 room apartment in the back house. Good connections by subway bus and from Turmstraße or SBahn from Bellevue. Turmstraße offers plenty of shopping and the Spree is right outside the front door.,66375991,Mario,f,1.0,2.0,t,f,52.52454,13.33906,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4501,4501,42243588,20241221052002,Room in spacious apartment in Friedenau,,34841205,Agnessa,f,1.0,1.0,t,t,52.46587,13.33168,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.02
4502,4502,44059053,20241221052002,City living,,42816969,Ben,f,1.0,2.0,t,f,52.537,13.43634,Private room in condo,Private room,2,,,,,365,92,92,365,365,92.0,365.0,,,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,f,1,0,1,0,0.06
4509,4509,37487196,20241221052002,Nature in Berlin,"This lovely little apartment is cosy and has a very big garden in which you can rest after a day of busy city. It is our home and we hope that it feels like home to you as well.<br /><br />The apartment is not shared, except that our roommates use our washing machine. But if you close the door of the room, you wont be disturbed.",56956645,Merel Maan,f,1.0,1.0,t,t,52.54548,13.3808,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,8,0,0,5.0,4.75,4.5,4.88,5.0,5.0,5.0,,f,1,0,1,0,0.12
4513,4513,784478438601911565,20241221052002,Sonnendurchflutetes Zimmer,"Bright, large private room for rent in old building apartment. The room is free from 14.12. - 17.01. Booking calendar is incorrect, so please write or call before booking.",15073905,Laura,f,1.0,2.0,t,t,52.54342,13.41748,Private room in rental unit,Private room,1,,,,,365,92,92,365,365,92.0,365.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4517,4517,1226536302662211853,20241221052002,"Cosy apartment, nice area","If you stay at this centrally located home, your family has all the important points of contact nearby.",129569391,Lara,f,1.0,4.0,t,t,52.54855,13.41582,Private room in rental unit,Private room,2,,,,,365,1,1,365,365,1.0,365.0,,t,11,34,64,329,3,3,0,5.0,4.67,4.67,5.0,4.67,5.0,4.0,03/Z/AZ/008138-23,f,1,0,1,0,0.99
4518,4518,1215086889440858347,20241221052002,Schönes Zimmer im Herzen von Kreuzkölln,"You have a nice room in a duplex apartment with loft double bed, desk and armchair. Everything is decorated with love and will hopefully be treated this way.<br />The apartment is located in Kreuzkölln (Kreuzberg/Neukölln) right next to the Maybachufer, one of the most beautiful areas in Berlin – if you like friendly people, bars and many outdoor events.<br />This place is highly recommended for open-minded, relaxed people who want to enjoy their time.",20362806,Aron,t,5.0,6.0,t,t,52.492480845042664,13.429096363682104,Private room in rental unit,Private room,2,,,,,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,3,3,0,4.33,4.67,4.33,5.0,4.67,4.33,4.0,08/Z/AZ/013202-23,f,5,3,2,0,0.68
4520,4520,1252009636261732869,20241221052002,"Hotelzimmer 3,0 km von Messe",2 person room at BB Hotel<br />Double bed with shower and toilet in the room<br />Berlin Wilmersdorf,653584370,Michael,f,1.0,1.0,f,t,52.4890445,13.3166557,Room in hotel,Private room,2,,1.0,,,1,1,1,1,1,1.0,1.0,,t,0,0,0,264,0,0,0,,,,,,,,"First name and Last name: Michael Heigl <br/> Contact address: Krokusweg 7, 83109, Großkarolinenfeld, Deutschöand <br/>Listing address: Brandenburgische Straße 11, 10713, Berlin Wilmersdorf, Deutschöand",f,1,0,1,0,
4523,4523,14498910,20241221052002,Schönes WG-Zimmer in Moabit,"My accommodation is close to the Gaming Bar Convention, Kulturfabrik Moabit, Chapter 21. You will love my accommodation because of the location (good bus connection, fast in the center), kitchen. My place is nice for couples and solo adventurers.",89520978,Jonas,f,1.0,1.0,t,f,52.53324,13.3513,Private room in condo,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4530,4530,20319641,20241221052002,Spacious Room with balcony in Berlin-Schöneberg,"The appartment on the 1st floor consists of 2 Rooms,it's a shared flat. The room offered is very spacius (24 m²) and has a balcony where smoking is permitted. Of course, you are allowed to use bathroom and kitchen. The apartment is perfectly situated between two Metro stations so it is easy to reach western and eastern Berlin as well as the city centre.",25986482,Marlene,f,1.0,1.0,t,t,52.48345,13.3637,Private room in rental unit,Private room,2,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,8,0,0,5.0,4.88,4.75,5.0,5.0,4.88,4.88,,f,1,0,1,0,0.09
4532,4532,22710409,20241221052002,Cosy and central room,"Cozy central room in the middle of Berlin - 5 minutes walking distance to Kudamm. Nearest subway station Adenauer Platz 3 - mins on foot! <br />A large living room, kitchen and bathroom can be used. On the flat there are 3 more boys from Germany and Iran.<br /><br />Cosy room. Central - 5 minute walk to Kudamm; 3 minute walk to next subway station. In the apartment there's also a big living room, kitchen and bathroom. In the apartment there's 3 other guys from Germany and Iran living.",167508259,Rafael,f,1.0,1.0,t,t,52.49864,13.30903,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4533,4533,28504728,20241221052002,Schöne Berliner Altbauwohnung in der Mitte Berlins,,181934749,Svenja,f,1.0,1.0,t,t,52.54767,13.36034,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,11,0,0,5.0,4.91,5.0,5.0,5.0,4.73,4.91,,f,1,0,1,0,0.14
4534,4534,29109824,20241221052002,Lebendiger Kiez und Ruhe zu gleich,"The apartment is located on the 4th floor of an Art Nouveau house and was extensively renovated 2 years ago. It is sunny, very quiet and 5 minutes away from Lietzensee.<br />Many cafes, bars and restaurants are also very close by on the popular square of Stuttgart. Public transport is within walking distance and Tegel Airport can be reached in 10 minutes by taxi.",111535696,Petra,,2.0,2.0,t,t,52.50311,13.29357,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,0,1,0,0.01
4536,4536,24294582,20241221052002,Mini-Apartment am Lietzensee,Mini apartment with private balcony<br />Perfect for fair guests,183268840,Chandra,f,1.0,1.0,t,f,52.50716,13.29534,Private room in rental unit,Private room,2,,2.0,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
4537,4537,26459941,20241221052002,Big bright room (70m to the lake Schäfersee),,198974220,Abdelaziz,f,2.0,2.0,t,t,52.55988,13.36064,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,6,0,0,4.33,4.83,4.33,4.33,4.83,5.0,4.5,,f,1,0,1,0,0.08
4538,4538,33849510,20241221052002,Cozy room in shared flat in the heart of Kreuzberg,"My apartment is located in the Graefekiez neighbourhood of Kreuzberg. It's at walking distance from the lovely Maybachufer and the hip area around Kottbussertor. It's a bright and quiet space on the top floor of a classic Berlin alt-bau building. It's been entirely renovated one year ago with design furniture from Italy, Germany and Morocco.",7931616,Annagloria,f,1.0,1.0,t,t,52.49112,13.41624,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,t,1,0,1,0,
4540,4540,32894576,20241221052002,nice room in cozy flat,"small room (14m2) in nice and cozy flat; the bed is for two people (1,40cmx2,00)",89569108,Vanessa,f,3.0,4.0,t,t,52.47208,13.44496,Private room in rental unit,Private room,1,,,,,13,2,2,13,13,2.0,13.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,08/Z/RA/012353-23,f,2,0,2,0,0.01
4542,4542,34714725,20241221052002,Spacious room in modern Berlin apartment (DE/EN),Our lovely flat provides everything you need for a wonderful weekend in Berlin. The kitchen as well as the bathroom are very modern and well-equipped with all necessary tools.,29582189,Alexander,f,1.0,1.0,t,t,52.55711,13.3899,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,5,0,0,5.0,5.0,4.8,4.8,5.0,4.6,5.0,,f,1,0,1,0,0.07
4543,4543,40532902,20241221052002,"Bright, cosy, large room in Prenzlauer Berg",Beautiful room in Prenzlauer Berg Altbau in a shared apartment with another girl.,33276608,Cristina,f,1.0,1.0,t,f,52.55733,13.42869,Private room in rental unit,Private room,2,,0.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.02
4544,4544,1679048,20241221052002,Stunning Rooftop Friedrichshain Apartment,,8883044,David,f,1.0,1.0,t,t,52.513069,13.456415,Private room in loft,Private room,1,2.0,1.0,1.0,$86.00,365,7,7,365,365,7.0,365.0,,t,0,3,28,201,21,3,0,4.9,4.95,4.48,5.0,5.0,4.9,4.71,,f,1,0,1,0,0.67
4545,4545,954290753694205838,20241221052002,Studio Apartment im großen Haus,"A nice 2-room apartment for 4 people. The apartment is equipped with a 140x200m bed, sofa bed (140x200m), wardrobe, kitchen and washer. The property is located 2 minutes walk from the bus stop; 10 minutes walk from the tram; 15 minutes walk from the S-Bahn. Public transport takes you to Alexanderplatz in just 30-35 minutes. The apartment is part of a single-family house. It is available to you for your exclusive benefit.",210754478,Thi Xuyen,t,1.0,1.0,t,t,52.52129,13.52957,Private room in home,Private room,4,1.0,2.0,2.0,$80.00,1125,1,1,1125,1125,1.0,1125.0,,t,18,30,46,217,75,56,0,4.8,4.91,4.84,4.91,4.89,4.64,4.73,"First name and Last name: Thi Xuyen Nguyen <br/> Contact address: Gülser Weg 3, 12681, Berlin, Deutschland <br/>Listing address: Gülser Weg 3, 12681, Berlin, Deutschland",f,1,0,1,0,4.55
4546,4546,1056422879991854914,20241221052002,Ruhiges Balkonzimmer,"Quiet room in a spacious Art Nouveau building in Lichterfelde is happy about nice guests! My cat Tilli will also greet you curiously, too. The nearest bus stop is 3 minutes away, to the S-Bahn it is max. 10 minutes walk – in 20 minutes you can be at Potsdamer Platz from there. Supermarket, bakery and three restaurants are a 4-minute walk away. The area is green, quiet, and safe. I look forward to welcoming guests from around the world!",12942624,Sigrid,t,1.0,1.0,t,t,52.4173397,13.3221028,Private room in rental unit,Private room,2,1.5,1.0,1.0,$58.00,31,2,2,1125,1125,2.0,1125.0,,t,1,15,41,210,37,37,2,5.0,5.0,4.97,4.95,5.0,4.89,4.97,06/Z/AZ/004593-23,f,1,0,1,0,3.12
4547,4547,1109239621716446801,20241221052002,Angenehmes Einzelzimmer,"Cozy single room with comfortable bed and desk, ideal for solo travelers.",527855446,Muhammed,f,1.0,1.0,f,t,52.52495292525618,13.528018509159812,Private room in guesthouse,Private room,2,1.0,1.0,1.0,$24.00,365,92,92,365,365,92.0,365.0,,t,0,0,1,181,0,0,0,,,,,,,,,f,1,0,1,0,
4548,4548,12013507,20241221052002,Blick zum Garten und Anschluss zum BER und U-Bahn,"Ideal for TESLA, pilots, flight attendants and federal police who have to go to BER. The center  (Alexanderplatz, Ku-Damm) is about 40 min. and can be easily reached by subway.<br />The rent includes all costs (electricity, water, gas, internet, bedding and towels).",64267999,Angela,f,3.0,4.0,t,t,52.41085,13.50482,Private room in townhouse,Private room,2,1.5,1.0,1.0,$37.00,90,21,21,90,90,21.0,90.0,,t,0,17,47,322,129,5,0,4.8,4.84,4.67,4.91,4.88,4.74,4.68,08/Z/AZ/008402-19,f,3,0,3,0,1.23
4550,4550,1198401293341321638,20241221052002,Apartamento Top  Muggelseedamm,Embrace simplicity in this quiet and well-located place.,481080806,Janiceli,f,1.0,3.0,t,t,52.44670439999999,13.6235383,Private room in rental unit,Private room,1,1.0,1.0,1.0,$104.00,365,1,3,365,365,1.2,365.0,,t,29,59,89,269,0,0,0,,,,,,,,"First name and Last name: Marco Lindner  <br/> Contact address: Müggelseedamm 162b , 12587, Berlin, Deutschland  <br/>Listing address: Müggelseedamm 162b, 12587, Berlin , Deutschland ",f,1,0,1,0,
4551,4551,29676703,20241221052002,For Conscious/Spiritual +Vegetarian! near Prenzl.,"** For SPIRITUAL/CONSCIOUS + VEGETARIAN WOMEN** <br /><br />To be sure if this booking is right for BOTH of us, please read the ad carefully and answer these questions: <br />-How old are you?<br />-Are you a vegetarian?<br />-What are your interests/hobbies?<br />-What are your spiritual experiences?<br />-What do you work<br />-If you want to work from here, how often are you here? <br /><br />ONLY AFTER YOUR RESPONSE can we see how we fit together. Thank you for your understanding. :-)",13167369,ThiKimNhu,t,2.0,3.0,t,t,52.55202,13.43079,Private room in rental unit,Private room,1,1.0,1.0,1.0,$40.00,89,6,6,89,89,6.0,89.0,,t,12,12,12,12,34,4,1,4.85,4.94,4.76,4.91,4.85,4.79,4.82,03/Z/AZ/006798-21,f,2,0,2,0,0.48
4552,4552,46358463,20241221052002,"Kleines, feines 8qm Zimmer zum Übernachten","Small, well connected room with 8 sqm in a relaxed shared apartment of 2. On foot in 10 minutes at the S-Bahn and U-Bahn. Kitchen and bathroom can also be used.",41693577,Alex,f,1.0,2.0,t,t,52.50633,13.50462,Private room in rental unit,Private room,2,1.0,1.0,1.0,$17.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,6,281,16,0,0,4.81,4.88,4.19,4.88,5.0,4.88,4.88,,f,1,0,1,0,0.32
4555,4555,576618025837835884,20241221052002,Schönes Zimmer unter dem Dach,The house in which the room is located is only 3 minutes from Ku'damm.<br />There are several restaurants nearby a bakery and a Rewe.<br />The metro can be reached in 5 minutes on foot.,443540526,Manfred,t,1.0,1.0,t,t,52.49751,13.31571,Private room in rental unit,Private room,1,1.0,1.0,1.0,$60.00,30,3,3,30,30,3.0,30.0,,t,8,31,61,336,59,18,0,4.85,4.85,4.97,4.88,4.9,4.9,4.71,04/Z/AZ/011418-22,f,1,0,1,0,1.82
4556,4556,1177626854896158810,20241221052002,Übernachtung im grünem Süden,Take a break and relax in this peaceful oasis.,583115989,Cornelia,t,1.0,2.0,t,t,52.4098258,13.3320283,Private room in rental unit,Private room,1,1.0,1.0,1.0,$46.00,365,1,1,365,365,1.0,365.0,,t,24,54,84,356,34,34,3,4.79,4.82,4.59,4.94,4.97,4.79,4.79,06/Z/AZ/004666-24,f,1,0,1,0,5.43
4557,4557,14987044,20241221052002,Guest room in Moabit,"Cozy room in Moabit with access to a nice bathroom and a fully equipped kitchen. <br />Our apartment is located near the city center, however it is still really quiet. There are supermarkets and restaurants nearby.",14737994,Justine,f,1.0,2.0,t,t,52.52794,13.35109,Private room in rental unit,Private room,2,,,,,20,1,2,1125,1125,1.3,1125.0,,t,0,0,0,0,66,0,0,4.98,4.97,4.98,5.0,4.98,4.8,4.88,01/Z/AZ/010538-19,f,1,0,1,0,0.66
4563,4563,9004635,20241221052002,Double room to rent Neukolln,"Traditional Berlin apartment, 2 beds, 100sqm, 2 min walk from the U-Bahn and S-Bahn (Neukolln) and 15 min taxi ride from airport, or direct train. Few stops to Weser Strasse for restaurants and bars, and Templehof. Beautiful Körnerpark on doorstep",8155074,Jessica And Sam,f,2.0,2.0,t,t,52.4706,13.43918,Private room in rental unit,Private room,2,,,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
4565,4565,5514311,20241221052002,Sunny and quiet room with a view,My room in a 2 room flatshare looks out over the Schöneberg district of Berlin.  From the balcony you get a great view.  It is on the 10th floor so provides a quiet place to rest and think. The kitchen is small but has all the essentials.     <br />  ,28603116,Evan,f,1.0,3.0,t,f,52.48401,13.37341,Private room in rental unit,Private room,1,,,,,1125,92,92,1125,1125,92.0,1125.0,,,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
