,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4500,4500,1264561147787969778,20241221052002,Art Modern Apartment,"Enjoy a stylish experience at this centrally-located place.<br /><br />The apartment is located in Friedrichshains most scenic quarter. ""Boxhagener Platz"" park is very close as well as many other restaurants, bars and cafés.<br /><br />The apartment is a light, generous Altbau with high ceilings and enough space for your Berlin trip.<br /><br />Legal registration no.:<br />02/Z/RA/017984-23",12115180,Vincent,t,2.0,9.0,t,t,52.50924881705078,13.457808400321714,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$123.00,365,3,3,365,365,3.0,365.0,,t,7,7,7,139,0,0,0,,,,,,,,02/Z/RA/017984-23,t,2,2,0,0,
4514,4514,1150681238762380149,20241221052002,Sonnige Wohnung in Berlin,"This gem in the heart of Berlin is for those who are looking for an apartment with that certain something. On 100 square meters you can relax & enjoy city life! Very bright with Floor-to-ceiling windows. A large open-plan living, cooking & dining area offers plenty of space. A balcony to relax. South-west orientation ensures evening sun. Master bedroom with a large bed. Bathroom with tub & separate shower. A guest room with a separate place to sleep.  Underfloor heating in all rooms.",16462401,Markus,f,1.0,1.0,t,t,52.50485108121419,13.415913345899256,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$129.00,93,93,93,93,93,93.0,93.0,,t,23,53,83,358,0,0,0,,,,,,,,,f,1,1,0,0,
4525,4525,1306363988991695640,20241221052002,Penthouse with huge terrace,"Whirlpool, sauna, directly entrance with elevator, fantastic view",29176186,Max,f,2.0,2.0,t,t,52.47998417876065,13.429432458734984,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,$185.00,365,92,92,365,365,92.0,365.0,,t,27,57,87,362,0,0,0,,,,,,,,,f,1,1,0,0,
4526,4526,6390509,20241221052002,2 room apt in the ❤️  of Berlin + TV Tower view,right at Alexanderplatz with all S-U-Bahn in front of you.<br />Kreuzberg in 8min door to door. <br />original DDR industrial look!,285237,Jana,f,1.0,4.0,t,t,52.52257,13.41321,Entire loft,Entire home/apt,2,1.0,1.0,0.0,$118.00,1125,92,92,1125,1125,92.0,1125.0,,t,30,60,90,365,20,0,0,4.55,4.6,4.2,4.71,4.9,4.88,4.53,,f,1,1,0,0,0.19
4527,4527,52149143,20241221052002,Very modern Apartment in Mitte near to the Spree,"I rent my modern furnished 2-room apartment in the city center of Berlin (center).<br />Everything your heart desires is in the immediate vicinity.<br />For the art lovers among you, the museums in just under 100 mt. Distance  and the city's trendiest restaurants and bars for the foodies.<br />If check-in is after 8 pm, there is an additional €20 fee.<br /><br />If check-in is after 10 pm, there is a 50€ fee.<br />Opposite the apartment is currently being built this takes until Nov22",75353292,Rainer,t,2.0,2.0,t,t,52.52543,13.39064,Entire condo,Entire home/apt,3,1.5,1.0,1.0,$110.00,365,92,92,1125,1125,92.0,1125.0,,t,30,60,90,365,19,0,0,4.84,4.74,4.79,4.79,4.79,4.89,4.58,,f,1,1,0,0,0.51
4549,4549,5157068,20241221052002,9-Sp-Gemütlichkeit+komfortabel,"Our hotel guesthouse offers the long-term booker a cozy home with all the comforts. <br />In addition, 2 more guests can comfortably stay on a large comfortable sofa bed with spring core for an extra charge.",26670019,Dagmar,f,9.0,9.0,t,t,52.47213,13.31566,Entire condo,Entire home/apt,2,1.0,1.0,2.0,$129.00,365,7,7,365,365,7.0,365.0,,t,24,54,84,307,13,1,0,4.62,4.85,4.85,4.85,4.62,4.77,4.46,"Legal entity name and Legal form: Hotel-Pension am Rüdesheimer Platz  <br/>Legal representatives or Trade register number: Dagmar Röring  <br/> Entity address: Rüdesheimer Platz 7 , 14197 , Berlin, Deutschland <br/>Listing address: Rüdesheimer Platz 7, 14197, Berlin, Deutschland",f,9,3,6,0,0.16
4550,4550,1198401293341321638,20241221052002,Apartamento Top  Muggelseedamm,Embrace simplicity in this quiet and well-located place.,481080806,Janiceli,f,1.0,3.0,t,t,52.44670439999999,13.6235383,Private room in rental unit,Private room,1,1.0,1.0,1.0,$104.00,365,1,3,365,365,1.2,365.0,,t,29,59,89,269,0,0,0,,,,,,,,"First name and Last name: Marco Lindner  <br/> Contact address: Müggelseedamm 162b , 12587, Berlin, Deutschland  <br/>Listing address: Müggelseedamm 162b, 12587, Berlin , Deutschland ",f,1,0,1,0,
4552,4552,46358463,20241221052002,"Kleines, feines 8qm Zimmer zum Übernachten","Small, well connected room with 8 sqm in a relaxed shared apartment of 2. On foot in 10 minutes at the S-Bahn and U-Bahn. Kitchen and bathroom can also be used.",41693577,Alex,f,1.0,2.0,t,t,52.50633,13.50462,Private room in rental unit,Private room,2,1.0,1.0,1.0,$17.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,6,281,16,0,0,4.81,4.88,4.19,4.88,5.0,4.88,4.88,,f,1,0,1,0,0.32
4553,4553,1271076168310894033,20241221052002,3 Zimmer-Loftwohnung in Mitte,,135690092,Gabor,f,1.0,2.0,t,t,52.53763,13.37426,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$139.00,365,92,92,365,365,92.0,365.0,,,30,60,90,365,0,0,0,,,,,,,,,f,1,1,0,0,
4560,4560,936941298481995478,20241221052002,Luminoso appartamento storico in Prenzlauerberg,"Bright and quiet double rooms apartment, with balcony.<br />Located in the heart of Prenzlauerberg, one block away from the popular Mauerpark.",9706850,Luca,f,1.0,3.0,t,t,52.54708,13.40417,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$150.00,92,2,3,92,92,2.1,92.0,,t,23,51,51,56,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,03/Z/RA/009430-24,f,1,1,0,0,1.84
4576,4576,1028867035584230056,20241221052002,Möblierte Neubau WHG - 3 Monate,"Furnished, modernly furnished 3-room new apartment for rent from now for up to 3 months, extension may be possible. Very quiet location in Berlin/Lankwitz, great S-Bahn connection and bus stop on the doorstep. Park for walking right next to. Best amenities, new furniture, great balcony, new kitchen with dishwasher and oven. Wi-Fi/high speed internet, TV with sound system, new bathroom with rainwater shower and glass wall, private washing machine. Elevator available, underground parking optional.",405403718,Tobias,f,1.0,1.0,f,t,52.43340972933209,13.350142222753902,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$110.00,93,4,4,93,93,4.0,93.0,,t,19,49,79,79,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,06/Z/RA/004605-23,f,1,1,0,0,1.61
4577,4577,5119872,20241221052002,cosy appartment with balcony (65m2),"Cozy, laidback cityappartment with balcony in the center of Berlin Friedrichshain. This hip, young district is suited best for soaking up Berlins relaxed vibes. You will have the Appartement to yourselves",26460155,Luke,f,1.0,2.0,t,t,52.52212375813178,13.45408139933957,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$120.00,699,4,4,699,699,4.0,699.0,,t,0,0,0,28,32,1,0,4.88,4.94,4.81,4.97,5.0,4.88,4.84,02/Z/RA/014411-21,f,1,1,0,0,0.27
4584,4584,1097610085598253113,20241221052002,Bright two-floor loft in Mitte!,"Bright 100+qm two-floor unique loft in the center of Berlin. Very quiet and still right in the center of Berlin, 2 mn walk from August Strasse (Berlin Art gallery street), 15mn walk from Alexander platz / Museum Insel<br /><br />Top floor, one big bedroom, one very large living room with open kitchen, one second living room in the mezzanine, bathroom with bathtub. The flat is bright and balcony south facing<br /><br />The place is incredible... most people just fall in love the moment they enter (me included!)",8929815,Giuseppe,f,1.0,2.0,t,t,52.52881495238492,13.401387927357606,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$111.00,365,6,7,365,365,6.1,365.0,,,14,44,54,54,0,0,0,,,,,,,,01/Z/RA/016202-24,f,1,1,0,0,
4590,4590,873798195454917473,20241221052002,"Blueground | Prenzlauer Berg, nr Mauerpark","Show up and start living from day one in Berlin with this pretty one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Prenzlauer Berg home . (ID #BER76)",434485440,Blueground,f,322.0,325.0,t,t,52.5516337,13.4144614,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$118.00,1125,92,334,1125,1125,96.4,1125.0,,t,0,0,0,204,0,0,0,,,,,,,,"Legal entity name and Legal form: BLUEGROUND GERMANY GmbH <br/>Legal representatives or Trade register number: HRB 232347 B <br/> Entity address: Akazienstraße 3a, 10823, Berlin, Germany <br/>Listing address: Schönhauser Allee 85, 10439, Berlin, Germany",t,318,318,0,0,
4604,4604,12375222,20241221052002,Refugium am Engelbecken,"Refugium am Engelbecken is located in the heart of Berlin and is a romantic 75 sqm 2-room apartment. Lovingly & perfectly furnished. It features parquet floors, a balcony and a canopy bed. Suitable for 6 persons + baby.",66875618,Ina,t,3.0,3.0,t,t,52.5063,13.41735,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,$189.00,150,1,10,150,150,2.3,150.0,,t,16,44,72,154,137,18,0,4.93,4.97,4.88,4.82,4.96,4.83,4.73,"First name and Last name: Ina Kamin  <br/> Contact address: Glinkastrasse 23, 10117, Berlin , Deutschland  <br/>Listing address: Legiendamm 2, 10117, Berlin, Deutschland ",f,3,3,0,0,1.32
4620,4620,862746278935290027,20241221052002,Charming Apartment in Prenzlauer Berg,"Welcome to our charming Altbau apartment located in the heart of Berlin's trendy Prenzlauer Berg neighborhood. With its prime location just steps away from public transportation, you'll have easy access to all that Berlin has to offer. The apartment features a large living room with a sleep couch, a bedroom with a home office space and a spacious and fully equipped kitchen. Perfect for families, couples or friends.",176259050,Emma Sophia Margarete,f,1.0,1.0,t,t,52.553093076867945,13.412561396055056,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$120.00,90,7,7,90,90,7.0,90.0,,t,14,42,42,42,0,0,0,,,,,,,,"First name and Last name: Emma Nagel <br/> Contact address: Paul-Robeson-Straße 1b, 10439 , Berlin, Berlin <br/>Listing address: Paul-Robeson-Straße 1b, 10439, Berlin, Berlin",f,1,1,0,0,
4623,4623,11934470,20241221052002,Bright Studio Apartment / 4th fl/ long term,Studio apartment a few steps from the beautiful Landwehrkanal at the border between Nord Neukölln and Berlin-Kreuzberg.,62819516,Carla & Daniel,f,3.0,5.0,t,t,52.49226,13.42937,Entire rental unit,Entire home/apt,1,1.0,0.0,2.0,$199.00,730,92,92,300,1125,92.0,407.8,,t,0,0,20,295,9,0,0,4.56,5.0,4.78,4.44,4.78,4.78,4.33,,t,2,2,0,0,0.09
4625,4625,848461051640639475,20241221052002,Studio Apartment on Pappelallee,"This cozy one bedroom studio apartment is my happy place in Berlin. Located in the trendy district of Prenzlauer Berg on Pappelallee. It is on the 3rd floor in the side wing of a very beautiful and historic 19th century building. Due to the location in the backyard, it is very quiet. There are many great restaurants and shops in the immediate vicinity and public transport links could hardly be better. Subway, S-Bahn, bus and tram are within walking distance.",250027265,Susan,f,1.0,1.0,t,t,52.542565,13.413699,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$120.00,90,3,3,90,90,3.0,90.0,,t,0,0,0,13,36,26,0,4.78,4.92,4.72,4.83,4.94,4.89,4.64,03/Z/RA/008098-23,f,1,1,0,0,1.92
4627,4627,27695919,20241221052002,Designer Loft - Berlin Style - Welcome Home,Loft Style Apartment with the benefit of two separat Bedrooms. Any additional requirements please dont hesitate to ask. I will do my upmost to ensure you feel as comfortable as possible.,46621075,Simone,f,3.0,3.0,t,t,52.50428,13.41547,Entire loft,Entire home/apt,2,1.0,2.0,3.0,$185.00,365,3,3,1125,1125,3.0,1125.0,,t,19,40,68,333,89,18,0,4.8,4.85,4.66,4.76,4.84,4.81,4.66,"Legal entity name and Legal form: Gruber Berlin GbR <br/>Legal representatives or Trade register number: Simone Gruber, Irmgard Gruber  <br/> Entity address: Dresdenerstrasse 117, 10999, Berlin, Berlin  <br/>Listing address: Dresdenerstrasse 117, 10999, Berlin, Berlin",f,1,1,0,0,1.17
4635,4635,1247924261703384024,20241221052002,"Lovely, Spacious Kreuzberg Flat",Get comfortable and enjoy plenty of extra room at this spacious place.,652605241,Rebecca,f,1.0,3.0,f,t,52.49740737881412,13.433583120617952,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$150.00,365,2,14,365,365,12.3,365.0,,t,0,1,3,194,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,02/Z/RA/019682-24,f,1,1,0,0,0.97
4636,4636,904379298618985066,20241221052002,"Bright, spacious, cozy and stylish flat","Our beautiful 4-room apartment is fully equipped, with lots of light and perfect connectivity. There are two spacious bedrooms (180x200cm bed & 140x200cm sofa bed), one central living/dining/cooking area, a bathroom with bath tub/shower as well as a guest toilet, office and balcony facing westwards. Hence, up to 4 adults or a family with two kids can be accommodated comfortably. In the master bedroom there is an additional desk which can serve a 2nd person to work or use it as a make-up table.",55900418,Jonathan,f,1.0,1.0,t,t,52.52428,13.31125,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,$174.00,60,2,2,60,60,2.0,60.0,,t,0,24,54,54,7,5,0,4.71,4.71,4.71,4.57,4.71,4.86,4.57,04/Z/RA/012962-22,f,1,1,0,0,0.42
4637,4637,930907453641837814,20241221052002,Helle Wohnung in Kreuzberg36 / Baby-friendly,"The apartment has a wonderful view over Görlitzer Park and is (small)child-friendly. It is located right on the canal/border triangle. Various shopping facilities in the immediate vicinity, 2 minutes walk from Wrangelkiez, subway Silesian Gate 10 minutes walk away. Treptower Park and East Side Gallery are 15 minutes away.",99582588,Oliver,f,1.0,1.0,t,t,52.49553796982917,13.443905487656592,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$135.00,365,4,4,365,365,4.0,365.0,,t,0,0,0,79,12,7,0,5.0,5.0,5.0,4.67,4.83,4.58,4.83,02/Z/RA/017728-23,f,1,1,0,0,0.8
4641,4641,1146214476321039689,20241221052002,Beautiful room in Prenzlauerberg,"Beautiful and spacious room in amazing location! The apartment is located in the very popular and hip district Prenzlauer Berg. Many cafés, Metro, Sky train (Eberswalder Straße) and tram stations are in the immediate vicinity. The room is quiet and comfortable. The kitchen is fully equipped. You will share the apartment with me (Marco) an Italian sound artist!",448367876,Marco,f,1.0,3.0,t,t,52.54050706213847,13.409575830786956,Private room in rental unit,Private room,2,1.0,1.0,2.0,$140.00,365,3,3,365,365,3.0,365.0,,t,29,59,89,269,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,03/Z/RA/008967-24,f,1,0,1,0,0.27
4642,4642,808104455555509096,20241221052002,l o v e  a t  f i r s t  s i g h t,,10537681,Heike,t,2.0,2.0,t,t,52.5277138,13.4045094,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$131.00,90,5,5,90,90,5.0,90.0,,t,0,0,0,25,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,01/Z/RA/013747-22,f,2,2,0,0,0.09
4646,4646,35889508,20241221052002,BOHO CITY FLAT Charlottenburg,"This is a typical Berlin 2 bedroom flat in an old building. It’s in the backyard 2nd house on the 4th floor. It’s very quiet, full of light and has a balcony.",708217,Katharina,f,1.0,1.0,t,t,52.52282,13.30144,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$110.00,1125,92,92,1125,1125,92.0,1125.0,,t,29,59,89,364,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.03
4647,4647,15600124,20241221052002,"Cosy Flat with fireplace, balcony & open kitchen","My accommodation is near Lake Tegel. You will love my accommodation because of the view, the surroundings and the location. My accommodation is good for singles and couples.",990154,Farsan,f,1.0,1.0,t,t,52.59276,13.34356,Entire rental unit,Entire home/apt,3,1.5,1.0,1.0,$125.00,240,7,7,240,240,7.0,240.0,,t,4,4,24,155,6,2,0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,12/Z/RA/004923-23,f,1,1,0,0,0.06
4675,4675,1234083355382528881,20241221052002,Ferienhaus für 6 Gäste mit 100m² in Berlin (174061),Holiday house directly in Berlin on the Spree with  sauna and hot tub.<br />Relax in the 1000 sqm park-like garden and at the small boat harbor.,576048220,Dirk,f,472.0,479.0,t,t,52.432825466647714,13.687728884738595,Entire home,Entire home/apt,6,2.0,3.0,3.0,$155.00,365,1,4,4,365,3.0,137.2,,t,15,45,75,260,0,0,0,,,,,,,,09/Z/AZ/003595-22,t,1,1,0,0,
4689,4689,747023741369850256,20241221052002,Penthouse Loft in Neukolln,,360588255,Jenny,f,1.0,1.0,t,t,52.48537937909545,13.433482238206947,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$150.00,365,92,92,365,365,92.0,365.0,,,29,59,89,269,0,0,0,,,,,,,,,f,1,1,0,0,
4690,4690,980196320550624507,20241221052002,Apartment in Berlin,Relax with the whole family at this peaceful place to stay.,203966520,Ayodeji,f,1.0,2.0,t,t,52.54921,13.43675,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,$104.00,92,92,92,92,92,92.0,92.0,,t,29,59,89,364,0,0,0,,,,,,,,,f,1,1,0,0,
4709,4709,1154751858684917592,20241221052002,Einmaliger Blick über die Stadt,"From the two south-facing balconies, residents enjoy the view over the park to the TV Tower. Stucco decorated light-flooded rooms to Volkspark Friedrichshain and room to the quiet courtyard make the living experience perfect. The apartment is easily accessible via the elevator and is located on the 4th floor of an old building. In the Kietz ""around the corner"" are some of the best restaurants in Berlin. The connection with public transport is very good. Parking available.",555040119,Jens,f,2.0,2.0,f,t,52.5305951750384,13.43644115948764,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$103.00,365,92,92,365,365,92.0,365.0,,t,29,59,89,269,0,0,0,,,,,,,,,f,2,2,0,0,
4712,4712,17511992,20241221052002,Apartment with private garden in Friedrichshain,Apartment with private garden in Friedrichshain,116572157,Geoffrey,f,1.0,2.0,t,t,52.51109,13.46707,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$148.00,1125,4,4,1125,1125,4.0,1125.0,,t,13,18,28,54,36,1,0,4.81,4.83,4.72,4.86,4.91,4.91,4.77,02/Z/RA/008713-18,t,1,1,0,0,0.38
4715,4715,1057292912549176688,20241221052002,Bright and cosy 1 room apartment,"This bright and cosy apartment is located in the center of Berlin, in the lively area of Prenzlauer Berg. It consists of a spacious living room with kitchenette (equipped with oven and dishwasher), one bedroom and bathroom with shower. The flat is very well connected and all main areas of interest are easily reachable with public transport. <br />Just around the corner there are plenty of cafés, restaurants and shopping streets.",553340898,Beatrice,f,1.0,1.0,f,t,52.54453,13.41395,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$110.00,180,92,92,180,180,92.0,180.0,,t,29,59,89,179,0,0,0,,,,,,,,,f,1,1,0,0,
4720,4720,1116015686996492889,20241221052002,Urlaub im Denkmal,"I have lived in this fantastic area of Berlin for 12 years. A lovely fully renovated, light-flooded apartment. With large kitchen-living room and spacious terrace facing south. I love the wooden floors, the unobstructed view and the proximity to Rummelsburg Bay. Since I have been alone in the apartment for 2 years and travel a lot, I provide 2 rooms and the kitchen-living room. So you are independent and free when the apartment is offered for booking.",28114748,Martin,f,2.0,2.0,t,t,52.4955261,13.4868397,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$180.00,365,5,5,365,365,5.0,365.0,,t,24,54,84,169,5,5,0,4.6,4.2,4.8,5.0,4.6,4.6,4.6,"First name and Last name: Sven Fröhlich <br/> Contact address: Karl Wilker str. 11, 10317 , Berlin, Deutschland <br/>Listing address: Karl Wilker Str 11, 10317, Berlin, Berlin",f,2,2,0,0,0.65
4725,4725,1258545992615258260,20241221052002,Luxury Apartment in Berlin,"The entire group will comfortably stay in this spacious, unique home.",463358414,Alisha,f,2.0,2.0,t,t,52.5575787615247,13.464509140395778,Entire rental unit,Entire home/apt,7,1.0,3.0,7.0,$150.00,365,2,2,365,365,2.0,365.0,,t,25,55,85,356,2,2,0,1.5,4.0,4.0,2.5,1.0,3.0,3.5,"First name and Last name: Alisha Aldami <br/> Contact address: Grosse see str 19, 13086, Berlin, Deutschland  <br/>Listing address: Grosse See Str.3G, 13086, Berlin, Deutschland ",t,2,2,0,0,1.09
4732,4732,50828115,20241221052002,Cozy 1-bedroom apartment in a central location,"The flat extends over 55 sqm and includes a living room with a bed sofa, a bedroom with a double bed, a fully-equipped kitchen, a bathroom with a tub and a balcony with a small eating area. Other amenities include a TV, washing machine, coffee machine, iron, hairdryer and Wifi. Very centrally located within walking distance from many of Berlin's landmarks and right in the city's gastronomic epicentre with numerous restaurants, cafes and bars in the area. Excellent public transport links.",5298519,Arik,t,1.0,1.0,t,t,52.53021,13.39432,Entire condo,Entire home/apt,2,1.0,1.0,2.0,$120.00,30,7,7,30,30,7.0,30.0,,t,12,42,72,72,25,7,0,4.88,4.88,5.0,5.0,4.92,4.92,4.8,01/Z/RA/017891-24,f,1,1,0,0,0.61
4733,4733,923954631701758802,20241221052002,Apartment mit Tiefgaragenstellplatz,"Apartment comes with free underground parking space. Tram M1 runs right in front of the door to the center of Berlin.<br /><br />High quality fully equipped kitchen, balcony, hallway, 1 living room with work area, 1 bedroom, 200k high speed internet (WLAN), Netflix + TV etc.<br /><br />Also there is a small shop in the ground floor which is very convenient.<br /><br />Not suitable for people who are allergic to cats or dogs.",455255582,Oliver,t,1.0,1.0,t,t,52.59109061594705,13.406839880950924,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$125.00,730,6,6,730,730,6.0,730.0,,t,14,44,74,349,7,7,0,5.0,5.0,4.57,5.0,4.86,4.71,4.71,03/Z/RA/008410-23,f,1,1,0,0,0.94
4736,4736,729485809697679602,20241221052002,Nice apartament with parking in Pankow Berlin 10,"Small , but cozy apartment with all the facilities in the Pankov area.<br />Welcome! The apartment has comfortable furniture, TV, TV, washing machine, WIFI. The kitchen is equipped with everything necessary. Nearby is Lidle, REWE, Netto, Aldi, Tankstelle, pharmacy, bank, restaurants and cafes. 1 minute to tram stop",481493572,Kamaladin,f,1.0,1.0,t,t,52.6065,13.43236,Entire serviced apartment,Entire home/apt,2,1.0,1.0,2.0,$100.00,365,2,2,365,365,2.0,365.0,,t,30,60,90,365,9,0,0,3.67,3.67,3.89,4.33,4.11,3.78,3.67,"First name and Last name: Sviatlana Shherba <br/> Contact address: Hauptstr. , 13127, Berlin, Германия <br/>Listing address: Hauptstr. 20, 13127, Berlin, Германия",f,1,1,0,0,0.34
4758,4758,968171861484397401,20241221052002,Schöneweide -Ruhige Wohnung für 4 Gäste,The apartment is located in the back house in a very quiet residential area. A big mall is around the corner.,177712632,Sandra,f,21.0,66.0,t,t,52.47066284957219,13.509831037168734,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,$166.00,365,3,3,365,365,3.0,365.0,,t,30,57,87,267,1,1,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"First name and Last name: Sebastian Rupp <br/> Contact address: Petersburger Str. 29, 10249, Berlin, Berlin <br/>Listing address: Fritz Kirsch  Zeile 3, 12459, Berlin, Berlin",f,20,18,2,0,0.14
4764,4764,245827,20241221052002,2-bedroom apartment Mitte,,1289393,Hille,f,1.0,5.0,t,t,52.50974,13.39971,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$140.00,365,3,3,365,365,3.0,365.0,,t,27,57,87,362,119,0,0,4.53,4.72,4.63,4.58,4.57,4.73,4.53,01/Z/NA/006511-17,f,1,1,0,0,0.81
4774,4774,264459,20241221052002,"Central, cosy and one-of-a-kind","Our flat is located in a charming Berlin apartment building dating from 1876 in Berlin's trendy neighborhood ""Prenzlauer Berg"".",1250154,Henrik,t,3.0,4.0,t,t,52.53237,13.41548,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$100.00,13,3,5,13,13,3.1,13.0,,t,11,41,71,161,756,55,4,4.87,4.9,4.85,4.96,4.94,4.92,4.79,"First name and Last name: Henrik Noé <br/> Contact address: Strassburger Strasse 16, 10405, Berlin, Deutschland <br/>Listing address: Strassburger Strasse 16, 10405, Berlin, Deutschland",f,3,3,0,0,4.87
4794,4794,39963398,20241221052002,Modern 2 Bedroom Apartment with garden space,"Feel at home on this beautiful property!<br /><br />The flat in the old building with its high-quality modern and cosy furnishings provides a special living ambience. <br /><br />The 3-room flat has comfortable king-size box-spring beds and, despite its central location, offers you the opportunity to relax in the quiet garden facing the inner courtyard. The bathroom is equipped with a bathtub and allows you to conveniently wash and dry your clothes at any time with its own washer-dryer.",271235180,Stina,f,42.0,44.0,t,f,52.5521,13.41153,Entire condo,Entire home/apt,4,1.0,2.0,3.0,$110.00,1125,7,7,1125,1125,7.0,1125.0,,t,0,0,16,221,0,0,0,,,,,,,,"Legal entity name and Legal form: Husky Spaces GmbH &amp; Co. KG <br/>Legal representatives or Trade register number: HRA 55546 B <br/> Entity address: Templiner Straße 10, 10119 , Berlin, Derutschland  <br/>Listing address: Seelower Straße , 10439, Berlin, Deutschland ",f,40,40,0,0,
4798,4798,1241329164491058145,20241221052002,Apartamento en Berlín. Neukölln,"In the Neukölln district. Very close to the Hermannstraß metro line 8. Supermarkets nearby, multicultural neighborhood. Ideal for two people. Apartment with two rooms, one room is adjacent to the other, so the second room does not have a separate entrance. The main room has a king-size bed. The second room is designed as a home office, however it has a sofa bed for a third guest if necessary. The free parking area outside the ring is very close to the house just a few streets down.",650919181,Maria José,f,1.0,1.0,t,t,52.46908937499847,13.43174975840114,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,$111.00,365,2,15,365,365,14.6,365.0,,t,9,28,37,78,3,3,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,"First name and Last name: María José Cabezas Vinuesa <br/> Contact address: Emser Strasse, 12051, Berlin, Germany <br/>Listing address: Emser Straße , 12051, Berlin, Germany",f,1,1,0,0,3.0
4800,4800,1232385654444197543,20241221052002,Urban Room,"Touch of home im Herzen Berlins. Our urban residences embody the idea of the capital-Zuhauses by KPM in an ideal way. Urban casualness, high-quality amenities, chic kitchens, noble KPM coloring, impressive furniture design - everything was just right here. Each urban apartment also has a balcony. This stylish accommodation is close to many attractions.",342119665,KPM Hotel & Residences,f,15.0,15.0,t,t,52.51475,13.33286,Room in hotel,Private room,2,1.0,1.0,1.0,$115.00,365,14,30,365,365,17.6,365.0,,t,30,60,90,362,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,"First name and Last name: Fabrice Stahl <br/> Contact address: Savignyplatz 9, 10623, Berlin, Deutschland <br/>Listing address: Engl. Str. 6, 10587, Berlin, Deutschland",f,15,5,10,0,1.0
4802,4802,649659698145921029,20241221052002,Renovierter Altbau am Tempelhofer Feld,"Stylishly renovated old building apartment in the Schillerkiez. Direct walking distance to Tempelhofer Feld and Hasenheide. Various restaurants, bars, cafes etc right outside. On request, also with child-friendly equipment.<br /><br />Please no party in the apartment, respect our neighbors, thank you ;)",150867,Maximilian,f,1.0,1.0,t,t,52.47599,13.42453,Entire condo,Entire home/apt,4,1.0,2.0,2.0,$115.00,365,6,6,365,365,6.0,365.0,,t,4,23,53,53,29,11,0,4.9,4.9,4.93,4.97,4.97,4.97,4.66,08/Z/RA/011749-22,f,1,1,0,0,1.08
