,id,name,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,longitude,room_type,bathrooms,beds,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_60,availability_365,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
2631,10695373,Private room in Prenzlauerg,50198806,f,1.0,t,13.43386,Private room,,,1125,7,1125,1125.0,t,0,0,0,4.6,4.4,4.8,4.6,f,0,0
2632,4024407,Ruhige Wohnung im Herzen Berlins,20864066,f,1.0,f,13.40316,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,1,0
2633,859418112131751223,Private rooftop apartment room,32210132,t,2.0,t,13.380863720276253,Private room,1.0,1.0,30,3,30,30.0,t,24,313,34,4.94,4.94,4.95,4.76,f,0,0
2634,44446102,Charming sweet home,125965228,f,2.0,t,13.33564,Entire home/apt,1.0,1.0,365,21,1125,1125.0,t,38,316,4,4.85,4.54,5.0,4.46,f,1,0
2635,16513338,Great location for 'Berlinale' Kreuzberg&Neukölln,20894695,f,2.0,t,13.42069,Private room,,,1125,92,1125,1125.0,t,0,0,0,,,,,f,0,0
2636,670321763246118642,Cosy & well-equipped flat in Berlin-Schöneberg,7419454,f,4.0,f,13.34868,Entire home/apt,,,365,92,365,365.0,,0,0,0,,,,,f,1,0
2637,4108878,Sunny Room Berlin Neukölln,21317733,f,1.0,t,13.44168,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.5,3.63,5.0,4.63,t,0,0
2638,42408167,Penthouse Loft in Bellevue,1874762,f,3.0,t,13.34747,Entire home/apt,,,365,2,365,365.0,t,0,0,1,5.0,4.6,5.0,4.75,t,1,0
2639,1118753274500141421,"MINT Apartment über der Stadt: Parken, Küche, WiFi",87740742,t,6.0,t,13.472866331431842,Entire home/apt,1.0,5.0,90,6,90,90.0,t,32,54,20,4.85,4.7,5.0,4.85,f,2,0
2640,16554581,Cozy Prenzlauer Berg Room Close To City Center,105786622,f,1.0,f,13.42017,Private room,,,1125,92,1125,1125.0,,0,0,0,4.85,4.97,4.88,4.84,f,0,0
2641,53288374,standard room economy,13092051,f,5.0,t,13.413029670715332,Private room,1.0,1.0,365,3,731,731.0,t,57,360,1,4.5,4.5,4.75,4.0,t,0,0
2642,46367849,Gemütliche Dachgeschosswohnung: enjoy Berlin!,375253426,f,1.0,t,13.38296,Entire home/apt,1.0,2.0,21,3,21,21.0,t,25,52,8,4.83,4.8,4.8,4.83,f,1,0
2643,599767102805828599,Sonnige Altbauwohnung im beliebten Wrangelkiez,9240944,t,2.0,t,13.4388,Entire home/apt,1.0,1.0,365,6,365,365.0,t,0,32,6,4.96,4.91,4.83,4.87,f,1,0
2644,27011856,Double Room | BIG MAMA Berlin,84251083,f,4.0,t,13.37863,Private room,1.0,1.0,1125,2,1125,1125.0,t,60,365,5,4.55,4.59,4.55,4.18,t,0,0
2645,1209459896631781297,Berlin furnished comfy apartment,73164988,f,2.0,t,13.3723036,Entire home/apt,1.0,1.0,180,3,1125,1125.0,t,33,43,2,5.0,5.0,5.0,5.0,t,2,0
2646,24354586,Beautiful and calm 50qm apartment in Prenzel' Berg,727822,f,2.0,t,13.40096,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,4.75,5.0,f,1,0
2647,1150043967956351092,"Calm, bright, friendly in Parc Area",55027173,f,2.0,f,13.34262,Private room,15.0,1.0,1125,20,1125,1125.0,t,52,262,0,,,,,f,0,0
2648,1021681447251344062,3 ROOMS Zimmervermietung - 8 min. zum Airport BER,413134117,t,2.0,t,13.506636656820774,Private room,1.0,1.0,730,1,1125,1125.0,t,50,271,44,5.0,5.0,5.0,4.98,f,0,0
2649,10847495,Neonlighted flat next to Berghain!,56183072,f,1.0,f,13.44793,Entire home/apt,,,1125,92,1125,1125.0,,0,0,0,,,,,f,1,0
2650,7649815,Double Room in Neukölln,40141747,f,1.0,t,13.4301,Private room,,,1125,92,1125,1125.0,t,0,0,0,5.0,4.8,5.0,4.75,f,0,0
2651,1042838749958754579,ruhiges Doppelzimmer nah der FU & US Botschaft,5884012,t,2.0,t,13.271031601816912,Private room,1.0,1.0,365,1,365,365.0,t,28,218,55,4.88,4.95,4.96,4.86,t,0,0
2652,20140458,70m² 3-Room-Apartment in Moabit,3087613,f,2.0,t,13.34006,Entire home/apt,,,730,6,730,730.0,t,0,0,1,4.75,4.88,5.0,4.71,f,1,0
2653,10850427,Modern & Urban Mitte Apartment,1399741,f,10.0,t,13.38908,Entire home/apt,,,365,92,365,365.0,t,0,142,0,4.76,4.74,4.86,4.71,f,2,0
2654,20965750,Studio 4 *** max. 2 Gäste,13592667,t,2.0,t,13.35138,Entire home/apt,1.0,1.0,365,3,365,365.0,t,45,321,11,4.64,4.9,4.67,4.59,f,2,0
2655,50643049,City Wohnung nahe HBF/Friedrichstraße,22454272,f,1.0,t,13.37045,Entire home/apt,1.0,2.0,365,92,365,365.0,t,48,242,0,4.0,4.0,5.0,4.0,f,1,0
2656,818043009465522204,Calm down in Berlins heart,395115713,f,1.0,t,13.39388,Entire home/apt,1.0,2.0,30,3,30,30.0,t,59,89,4,4.71,3.86,5.0,4.0,f,1,0
2657,30515176,Miniloft Mitte Apartment Hotel: Classic studio,342965,t,22.0,t,13.3808,Entire home/apt,1.0,3.0,730,5,730,730.0,t,52,357,15,4.62,4.76,4.8,4.43,f,18,0
2658,546294738066247812,Über den Dächern von Berlin,72050483,t,1.0,t,13.342071,Entire home/apt,1.0,1.0,30,5,30,30.0,t,4,117,29,4.98,4.95,4.97,4.94,f,1,0
2659,20168268,Unwind in central Kreuzberg,34118101,f,3.0,t,13.43139,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.86,4.57,5.0,4.71,t,0,0
2660,934164499565961193,Helles Apartment in bester Lage,3318089,t,1.0,t,13.4154638,Entire home/apt,1.0,2.0,365,4,365,365.0,t,7,7,9,4.88,4.88,5.0,4.88,f,1,0
2661,16696167,Cosy Apartment in the Heart of Berlin (Kreuzberg),110581835,f,1.0,f,13.39388,Entire home/apt,,,121,92,121,121.0,,0,0,0,4.54,4.68,4.59,4.72,f,1,0
2662,20883537,Sunny room in the centre of Friedrichshain,9972882,f,2.0,t,13.44999,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,1,0
2663,18028772,Family-friendly & relaxed with sauna & garden,8274829,f,1.0,t,13.280202865600586,Entire home/apt,2.0,4.0,1125,20,1125,1125.0,t,0,75,0,4.92,4.58,4.83,4.75,f,1,0
2664,4300348,"1 Bedroom, Mitte, new, modern, cosy,",1376485,f,1.0,t,13.37643,Private room,,,95,92,95,95.0,t,0,0,5,4.72,4.82,4.92,4.6,f,0,0
2665,16702548,Cozy and bright room in Neukölln,40586933,t,2.0,f,13.43265,Private room,,,60,4,1125,1125.0,t,0,0,7,4.94,4.84,4.93,4.88,f,0,0
2666,7687245,Spacious Berlin City Apartment,7775858,f,2.0,t,13.34848,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,,,,,f,1,0
2667,1154178428551636523,Große Wohnung zw. Friedrichshain & Prenzlauerberg,939766,f,1.0,t,13.4568447,Entire home/apt,2.0,8.0,24,9,24,24.0,t,14,44,0,,,,,f,1,0
2668,20176677,Bright and spacious room in Fhain - with balcony,37333576,f,1.0,t,13.46313,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.5,4.5,5.0,5.0,t,0,0
2669,27868762,Cosy smart apartment city center Berlin Ku'damm,210291317,f,16.0,t,13.34397,Entire home/apt,1.0,1.0,1125,4,1125,1125.0,t,48,81,10,4.41,4.38,4.48,4.48,f,8,0
2670,1129784089450387204,Apartment am Ku´Damm,571096789,t,1.0,t,13.315871157942825,Entire home/apt,1.0,0.0,14,5,14,14.0,t,13,149,11,5.0,5.0,4.91,4.73,f,1,0
2671,16737528,Two rooms in historic old building,95420999,f,1.0,t,13.34572,Private room,,,1125,92,1125,1125.0,,0,0,0,,,,,f,0,0
2672,4385733,Roomy flat in the heart of Berlin,22768367,f,1.0,t,13.411,Entire home/apt,,,14,11,1125,1125.0,t,5,5,2,4.94,4.94,4.98,4.83,f,1,0
2673,1284636845949271057,Friedrichshain - kleine Erholungsoase nahe Zentrum,116200754,f,126.0,t,13.434821972311418,Entire home/apt,1.0,1.0,365,3,365,365.0,t,60,365,0,,,,,t,19,0
2674,1173695912975844611,Charlottenburg-zentrale 3Zimmer-Wohnung mit Balkon,177712632,f,66.0,t,13.305207791157033,Entire home/apt,1.0,1.0,365,3,365,365.0,t,16,106,0,,,,,f,18,0
2675,34187904,Hozspot/Central! Bright room in Friedrichshain!,64195170,f,3.0,t,13.46415,Private room,,,90,4,90,90.0,t,0,0,7,4.8,4.68,4.93,4.68,f,0,0
2676,959408762434647323,Cosy 1-room-apartment in P-Berg,234681214,f,2.0,t,13.412479204667102,Entire home/apt,1.0,3.0,185,92,1125,1125.0,t,60,365,0,,,,,t,1,0
2677,11093875,"Helle, schöne, große Altbauwohnung",9870487,f,3.0,t,13.34764,Entire home/apt,,,1125,92,1125,1125.0,t,59,89,0,4.8,4.8,5.0,4.8,f,1,0
2678,11097987,Cosy Room Berlin Friedenau,34574520,f,1.0,f,13.34374,Private room,,,1125,92,1125,1125.0,,0,0,0,,,,,f,0,0
2679,1479117,Genuine Loft experience,7914726,f,2.0,t,13.35013,Entire home/apt,1.5,3.0,280,8,280,280.0,t,43,348,0,4.79,4.38,4.81,4.66,f,1,0
2680,22736888,Comfortable room in Neukölln´s best area,167862035,f,1.0,t,13.41911,Private room,1.0,1.0,1125,1,1125,1125.0,t,29,55,90,4.5,4.09,4.69,4.55,t,0,0
2681,7725440,"Cosy, green home in Neukölln",7102412,f,2.0,t,13.43252,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,4.67,4.67,5.0,f,1,0
2682,20198290,Lovely room in the very heart of Neukoelln,10359560,f,3.0,t,13.42905,Private room,,,30,4,1125,1125.0,t,0,0,0,,,,,f,0,0
2683,685235608999444472,Berlin Malmöer Str | One-Bedroom Suite XXL,418270816,f,928.0,t,13.4036,Entire home/apt,1.0,2.0,365,1,999,732.2,t,37,334,0,2.0,2.0,3.0,2.0,t,72,0
2684,1197470217950592793,Lux Apartment,544253043,f,3.0,t,13.4527781,Entire home/apt,1.0,2.0,94,94,94,94.0,t,57,267,1,5.0,4.0,5.0,5.0,f,1,0
2685,943392553464953067,Loft in factory building,46541136,f,2.0,t,13.37208,Entire home/apt,1.0,1.0,90,5,90,90.0,t,49,79,2,5.0,5.0,5.0,5.0,f,2,0
2686,28603917,"Great apartment 2 bedrooms, 2 bathrooms with AC",132391283,f,3.0,t,13.39579,Entire home/apt,,,35,1,35,35.0,t,0,0,0,4.76,4.67,4.89,4.57,f,1,0
2687,11103271,Modern Apartment Wedding,43021258,f,1.0,t,13.35987,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,4.25,4.75,5.0,4.25,f,1,0
2688,29023341,Kreuzberg: Central sunny room for a woman,14073025,f,1.0,t,13.37955,Private room,1.0,1.0,182,92,182,182.0,t,45,337,0,4.0,4.2,4.2,4.0,f,0,0
2689,13940806,Beautiful room in the middle of Berlin !,50297007,f,1.0,t,13.42652,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.6,4.6,5.0,4.8,f,0,0
2690,13951597,"Nice room in Friedrichshain, ready to move in",83047778,f,3.0,t,13.46376,Private room,,,1125,92,1125,1125.0,t,0,0,0,,,,,f,0,0
2691,16802556,Modern top floor apartment in Berlin,23464761,f,1.0,t,13.34829,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,4.82,f,1,0
2692,25422792,Artist apartment next to park,21280081,f,2.0,t,13.44298,Entire home/apt,,,75,30,1125,1125.0,t,0,0,0,4.93,4.91,5.0,4.74,f,1,0
2693,694871,Enchanting 142m²(1530 ft²)  Loft/Flat in F'Hain,1312190,t,2.0,t,13.45243,Entire home/apt,1.0,3.0,8,3,1125,1125.0,t,52,159,21,4.94,4.83,4.97,4.73,f,1,0
2694,1305053055923956033,Luxuswohnung im Herzen Berlins,662167375,f,3.0,f,13.399969033870464,Entire home/apt,3.0,2.0,365,92,365,365.0,t,60,365,0,,,,,t,2,0
2695,4465827,Charmer in heart of Neukölln!,4856060,f,7.0,f,13.42894,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.83,4.5,4.67,4.33,f,0,0
2696,11119527,Quiet cozy fireplace apartment,57769991,t,5.0,t,13.41751,Entire home/apt,,,700,90,700,700.0,t,0,1,1,4.95,4.92,4.95,4.9,f,1,0
2697,229348,Excl. Studio A Mitte/Hansaviertel,1195177,f,2.0,t,13.341280937194824,Entire home/apt,1.0,3.0,365,5,365,365.0,t,49,348,24,4.65,4.67,4.9,4.54,f,2,0
2698,1020084718005687033,Spacious 3 bedrooms & terrace,27258576,f,1.0,t,13.39935,Entire home/apt,1.5,3.0,1125,5,1125,1125.0,,9,129,0,,,,,f,1,0
2699,38418965,Rooftop-dream/canal view,6106940,f,1.0,t,13.44827,Entire home/apt,,,1125,6,1125,1125.0,t,0,0,0,5.0,4.9,5.0,5.0,f,1,0
2700,1101550747976004580,URBAN FLATS Berlin | Flat No. 502 | City Center,546288100,f,46.0,t,13.398605457404264,Entire home/apt,1.0,4.0,365,2,1125,1125.0,t,38,61,36,4.81,4.72,4.94,4.69,t,44,0
2701,16890609,Family apartment with balcony,3657833,f,1.0,t,13.44542,Entire home/apt,,,40,7,40,40.0,t,0,0,4,5.0,4.97,4.93,4.86,f,1,0
2702,52348532,Designed 1st class apartment in the best location,17186581,f,3.0,t,13.31689,Entire home/apt,2.0,3.0,1125,92,1125,1125.0,t,0,172,0,5.0,5.0,5.0,5.0,f,2,0
2703,18956560,Private room with balcony in Karl- Marx- Allee,1040504,t,1.0,t,13.44688,Private room,1.0,1.0,40,2,40,40.0,t,0,305,22,4.95,4.99,4.95,4.86,f,0,0
2704,1212115094667006470,Parklounge Apartment in historic Villa,432294516,f,6.0,t,13.45747,Entire home/apt,1.0,2.0,365,2,365,365.0,t,18,18,13,4.92,4.92,5.0,4.54,t,5,0
2705,40257957,3BR Altbau Apartment in a quiet city location,310218755,t,4.0,t,13.36737,Entire home/apt,1.0,2.0,200,45,200,200.0,t,35,105,23,4.98,4.95,4.85,4.73,f,1,0
2706,20208772,A big room in a beautiful modern Apartment :),12314400,f,2.0,t,13.46779,Private room,,,1125,92,1125,1125.0,t,0,0,0,,,,,t,0,0
2707,23308349,Großzügiges Dachstudio in traumhafter Lage,169377845,f,2.0,t,13.15413,Private room,1.0,1.0,1125,3,1125,1125.0,t,50,80,3,4.98,4.95,4.95,4.84,f,0,0
2708,806254651553489689,Sonnig und Helle Wohnung Alexanderplatz in 15min,461205981,t,13.0,t,13.4286846,Entire home/apt,1.5,6.0,365,2,1125,1125.0,t,26,331,10,4.85,4.69,4.87,4.69,t,6,0
2709,14511949,Cosy apartment with piano and balcony,86956725,f,1.0,t,13.43491,Entire home/apt,1.0,1.0,1125,14,1125,1125.0,t,0,84,0,5.0,4.75,5.0,5.0,f,1,0
2710,1219477959913315134,3 Room Apartment 5 / Potsd.Platz,19449434,f,20.0,t,13.3803224,Entire home/apt,1.0,5.0,365,4,365,365.0,t,34,253,5,4.0,4.4,3.6,4.2,t,3,0
2711,995527471639419758,"Blueground | Mitte, nr Hauptbahnhof",434485440,f,325.0,t,13.3840856,Entire home/apt,1.0,1.0,1125,335,1125,1125.0,t,0,98,1,5.0,5.0,5.0,5.0,t,318,0
2712,4043573,Room # 3 -Messe- Wald- u. Stadtnähe,3699503,t,3.0,t,13.26243,Private room,1.0,1.0,1125,2,1125,1125.0,t,37,292,33,4.9,4.79,4.92,4.85,f,0,0
2713,8395897,Beautiful Kreuzberg,16330920,t,1.0,t,13.44574,Entire home/apt,1.0,2.0,14,3,14,14.0,t,0,78,9,4.87,4.95,4.91,4.91,f,1,0
2714,13760375,Central flat near Alex with fiber optic Internet,80675177,t,2.0,t,13.41652,Entire home/apt,1.0,2.0,60,6,1125,1125.0,t,14,229,55,4.8,4.82,4.94,4.65,f,2,0
2715,35730439,"Cosy, sunny 2-person studio apartment w/ balcony",264630208,f,2.0,t,13.35852,Entire home/apt,1.0,1.0,1125,92,1125,1125.0,t,0,294,1,5.0,3.0,3.0,5.0,t,1,0
2716,1200676423358952889,1/ X Loft Art Design 3 BR Factory Kreuzberg bright,550988600,f,5.0,t,13.412466524438182,Entire home/apt,2.0,1.0,365,5,365,365.0,t,44,347,9,4.22,4.78,4.0,4.22,t,5,0
2717,34220815,cozy & bright flat in the heart of Prenzlauer Berg,258350902,f,1.0,t,13.43449,Entire home/apt,,,1125,92,1125,1125.0,t,60,90,0,4.8,5.0,5.0,4.8,f,1,0
2718,21075607,Urban roof of Berlin-Kreuzberg,2110953,t,1.0,t,13.4083,Private room,1.0,1.0,90,2,1125,1125.0,t,32,84,39,5.0,5.0,5.0,4.97,t,0,0
2719,16168421,Komfortables Apartment in Tempelhof.,8912086,f,52.0,t,13.37745,Entire home/apt,1.0,1.0,180,29,180,180.0,t,8,116,4,4.8,4.8,4.9,4.5,f,49,0
2720,44319514,"Modern, hip studio apartment for two.",1482482,f,6.0,t,13.471508979797363,Entire home/apt,1.0,0.0,500,92,500,500.0,t,0,204,0,,,,,f,1,0
2721,34191936,Spacious Berlin-style room in quiet neighborhood,42589440,f,1.0,t,13.44795,Private room,,,1125,3,1125,1125.0,t,0,0,0,4.86,4.29,5.0,4.86,f,0,0
2722,1028215287818974653,Modern Kreuzberg flat,856783,f,2.0,t,13.38455,Entire home/apt,1.0,1.0,365,92,365,365.0,t,58,268,0,,,,,f,1,0
2723,1014974297094193495,Penthouse Berlin Charlottenburg - 4 people,35637358,f,1.0,t,13.29073,Entire home/apt,1.5,0.0,120,100,120,120.0,t,55,126,0,,,,,f,1,0
2724,686752584391406378,"Stylish, spacious and central apartment",68700314,t,4.0,t,13.43536,Entire home/apt,1.0,3.0,1125,3,1125,1125.0,t,24,197,24,4.96,5.0,5.0,4.9,f,1,0
2725,17259371,Gemütlich und zentral 27m² in WG,94187051,f,3.0,t,13.36402,Private room,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
2726,17266679,Spacious room in flat share in the heart of X-berg,36114120,f,1.0,t,13.39806,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.75,4.75,5.0,4.75,f,0,0
2727,4596755,Neukölln with a view!,23827133,f,1.0,f,13.45071,Entire home/apt,,,1125,92,1125,1125.0,,0,0,0,4.47,4.28,4.75,4.69,f,1,0
2728,1285474840428785620,1 bed in a 6 bed dorm @ Minimal Hostel Kreuzberg,339135580,t,13.0,t,13.4468262,Shared room,2.0,6.0,1125,3,1125,222.2,t,18,306,0,,,,,t,0,10
2729,34461750,"Appartment am Park, Kreuzberg, Balkon, Weitblick",149810826,f,1.0,t,13.43877,Entire home/apt,1.0,1.0,365,60,365,365.0,t,9,9,0,5.0,5.0,5.0,4.57,f,1,0
2730,19455026,80qm Top-Altbau f. 2-4 in Prenzl. Berg inkl.Balkon,48090800,t,1.0,t,13.41965,Entire home/apt,1.0,3.0,30,1,1125,1125.0,t,42,285,24,4.94,4.93,4.93,4.77,t,1,0
2731,7803661,Big Apartment in the middle of Berlin!,41075376,f,2.0,t,13.36268,Private room,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
2732,19665433,Süßes Zimmer in netter Wohnung im Herzen Berlins,138469409,f,1.0,t,13.39443,Private room,,,1125,92,1125,1125.0,t,0,0,0,4.95,4.85,5.0,4.9,f,0,0
2733,44384885,Lekkerurlaub Kreuzberg - Room 6,183670795,t,9.0,t,13.41892,Private room,3.0,1.0,1125,4,1125,1125.0,t,26,133,7,4.86,4.76,4.94,4.52,t,0,0
2734,6435183,Helle gemütliche 2-Zimmerwohnung,1823098,t,7.0,t,13.45213,Entire home/apt,1.0,1.0,1125,184,1125,1125.0,t,0,139,0,4.85,4.93,5.0,4.7,f,3,0
2735,17026133,Schönes Zimmer in ruhigem Altbau am Ostkreuz,49810575,f,1.0,t,13.48137,Private room,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
2736,1109285096502691545,Villa Veggie (nur für Frauen),566319284,t,1.0,t,13.42062,Private room,0.5,1.0,1125,1,1125,1125.0,t,31,61,61,5.0,5.0,5.0,4.95,f,0,0
2737,869793,stylish apartment in Kreuzberg 36,4583391,f,1.0,t,13.43176,Entire home/apt,1.0,1.0,365,2,365,365.0,t,13,177,63,4.86,4.89,4.96,4.76,t,1,0
2738,20912005,Schlafzimmer in großer Wohnung in Berlin Mitte,118485732,f,1.0,f,13.34846,Private room,,,1125,92,1125,1125.0,,0,0,0,4.8,5.0,4.8,4.6,f,0,0
2739,1115287315808022621,URBAN FLATS Berlin | Flat No. 2011 | City Center,546288100,f,46.0,t,13.398221989165773,Entire home/apt,1.0,6.0,365,2,1125,1125.0,t,31,57,28,4.89,4.75,4.86,4.79,t,44,0
2740,715825063264504757,"Wunderschöne, ruhige Wohnung im Herzen Kreuzbergs",23105336,f,4.0,t,13.43992,Private room,,,365,3,365,365.0,t,0,0,0,,,,,f,0,0
2741,974572014742640368,ruhige Wohnung in Friedenau,3690782,t,1.0,t,13.348936354587002,Entire home/apt,1.0,2.0,365,2,365,365.0,t,9,58,21,4.96,4.96,4.96,4.68,f,1,0
2742,189288,Townhouse Altenescher Weg,907038,f,3.0,t,13.45771,Entire home/apt,1.0,2.0,365,92,365,365.0,t,49,342,1,4.75,4.86,4.85,4.69,f,1,0
2743,11277489,Cozy private room - WG (flat share),58894682,f,1.0,f,13.3453,Private room,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
2744,25439364,Nice room in berlin city,191829434,f,1.0,t,13.31069,Private room,,,1125,92,1125,1125.0,t,53,83,0,4.8,4.69,4.86,4.83,f,0,0
2745,1307180291569188272,Wohlfühlen im Bergmannkiez,490497629,f,2.0,t,13.396828476067894,Entire home/apt,1.0,2.0,21,7,21,21.0,t,38,204,0,,,,,f,2,0
2746,34247467,70m² plus 32m² Balkon exklusiv für Dich,242740150,f,2.0,f,13.61893,Entire home/apt,,,1125,2,1125,1125.0,,0,0,0,5.0,4.67,5.0,5.0,f,1,0
2747,721523591301947759,Numa| Medium Studio w/ kitchen at Friedrichstrasse,472853206,f,7.0,t,13.3911793,Entire home/apt,1.0,1.0,365,5,999,999.0,t,59,335,32,4.62,4.77,4.67,4.58,t,7,0
2748,675240813845447941,"Helles, ruhiges Familienapartment mit Dachterrasse",188764714,f,3.0,t,13.46481,Entire home/apt,,,365,3,365,365.0,t,0,0,1,5.0,4.33,5.0,4.33,f,1,0
2749,25526894,"Neue, sonnige und zentrale Wohnung",129018052,f,2.0,f,13.31085,Entire home/apt,,,1125,92,1125,1125.0,,0,0,0,,,,,f,2,0
2750,35210332,"New family-friendly flat,with terrace in B.-Mitte",61752824,f,1.0,t,13.36728,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,4.75,5.0,5.0,t,1,0
2751,4725318,moderne Wohnung mit Garten im Zentrum Berlins,24405032,f,1.0,t,13.4528,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,4.9,f,1,0
2752,7880548,Charming typical Berliner flat,14035246,f,1.0,t,13.32161,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,5.0,5.0,5.0,f,1,0
2753,42575976,Bright room in central  modern Flat,119626023,f,2.0,f,13.46876,Private room,,,30,20,30,30.0,t,0,0,0,5.0,5.0,5.0,5.0,f,0,0
2754,50414885,"Bright modern Loft, Tiergarten",407287162,t,2.0,t,13.37746,Entire home/apt,2.0,3.0,1125,3,1125,1125.0,t,57,177,16,5.0,4.96,5.0,4.83,f,2,0
2755,693921183088296212,Berlin Schoenhouse Avenue | Comfort Suite+Sofa Bed,418270816,f,928.0,t,13.409776,Entire home/apt,1.0,2.0,365,1,999,732.2,t,55,354,2,4.5,4.71,4.25,4.36,t,72,0
2756,25541220,"Tauche ein in das ""wahre"" Berlin!",8041653,t,1.0,t,13.44101,Entire home/apt,,,30,4,30,30.0,t,3,3,8,4.97,4.79,4.83,4.83,f,1,0
2757,11339134,Helle Wohnung mit großer Terrasse,35977889,f,1.0,t,13.42151,Entire home/apt,,,30,5,1125,1125.0,t,0,0,4,5.0,4.93,5.0,4.87,t,1,0
2758,24689441,1 Room Studio Apartment,177619318,f,5.0,t,13.36587,Hotel room,1.0,1.0,1125,2,1125,1125.0,t,56,352,0,4.57,4.57,4.57,4.29,t,1,0
2759,954910682109985570,Sauber & modern: Zimmer frei,45745921,f,1.0,t,13.4395897,Private room,1.0,2.0,5,2,5,5.0,t,32,118,11,5.0,5.0,5.0,4.78,f,0,0
2760,1540715,"modernes, helles Apartment in Schöneberg/City West",8213234,f,4.0,t,13.35878,Entire home/apt,1.0,1.0,30,4,1125,1125.0,t,20,188,31,4.77,4.68,4.83,4.75,f,4,0
2761,43650344,Berlin: Lovely Apartment with Terrace,5162764,f,1.0,t,13.33783,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,5.0,4.75,5.0,4.75,f,1,0
2762,23176584,Eberswalder Penthouse by Suite.030,102979040,f,40.0,t,13.40904,Entire home/apt,0.0,3.0,60,60,999,983.2,t,6,274,1,4.0,5.0,4.0,3.5,t,22,0
2763,4732406,Beautiful Apartment in F'hain,13122693,f,3.0,t,13.44913,Entire home/apt,,,1125,92,1125,1125.0,t,0,0,0,4.65,4.21,4.91,4.68,f,1,0
2764,756596543759719561,Modernes Apartment mit Park nahe Mitte,6503250,f,2.0,t,13.34787,Entire home/apt,1.0,1.0,150,92,150,150.0,t,51,352,0,,,,,f,1,0
2765,701941296922539603,"Lovely , central  big and quite two rooms flat.",21449529,t,1.0,t,13.41801,Entire home/apt,1.0,1.0,90,3,90,90.0,t,11,91,13,4.94,4.5,4.97,4.88,f,1,0
2766,52785752,Wunderschönes ruhiges  Altbau im lebendigen Moabit,25090881,f,5.0,t,13.34011,Private room,1.0,1.0,180,1,180,180.0,t,4,254,1,4.17,4.5,3.67,3.83,f,0,0
2767,619936,Beautifully furnished room,2003254,t,23.0,t,13.4641,Private room,,,3,1,1125,1125.0,t,0,0,28,4.89,4.79,4.92,4.82,f,0,0
2768,1189159963596662703,Cozy Room in Ostkreuz,212401533,f,1.0,t,13.4657586,Private room,1.0,1.0,5,2,5,5.0,t,49,75,13,4.85,4.69,4.69,4.77,f,0,0
2769,1061729289192411629,Gästezimmer in grüner Oase,521893869,f,1.0,t,13.362356147487931,Private room,1.0,1.0,365,92,365,365.0,t,0,234,0,,,,,f,0,0
2770,1016416663679900860,Hotel Comenius - Double room - Balkon,539383070,f,16.0,t,13.45011789856464,Private room,1.0,1.0,364,1,364,364.0,t,46,351,85,4.79,4.72,4.84,4.67,f,2,0
2771,34282855,Master-bedroom in artistic flat next to Mauerpark!,169284713,f,2.0,f,13.40412,Private room,,,1125,92,1125,1125.0,,0,0,0,4.77,4.62,4.85,4.92,f,0,0
2772,6561278,SchönerAltbau im Schöneberger Kiez,15606243,f,2.0,t,13.3471,Entire home/apt,1.0,1.0,1125,180,1125,1125.0,t,0,142,0,4.5,4.32,4.71,4.61,f,2,0
2773,1278813470444047105,Ferielejlighed i Berlin,28955524,f,1.0,t,13.347828266477816,Entire home/apt,1.5,1.0,15,1,15,15.0,t,42,318,1,5.0,3.0,5.0,4.0,f,1,0
